,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,energy_group,Week,24Hour,holiday,Weekend
20,4,2020-06-01 20:00:00,418.176,24.4,3.0,31.0,0.0,0.3,1,1,20,1,1,20,0,0
21,4,2020-06-01 21:00:00,373.2480000000001,23.2,2.2,31.0,0.0,0.0,1,1,21,1,1,21,0,0
22,4,2020-06-01 22:00:00,383.184,22.3,1.8,32.0,0.0,0.0,1,1,22,1,1,22,0,0
23,4,2020-06-01 23:00:00,407.376,20.9,1.3,38.0,0.0,0.0,1,1,23,1,1,23,0,0
24,4,2020-06-02 00:00:00,359.856,19.9,1.4,40.0,0.0,0.0,1,1,24,1,2,0,0,0
25,4,2020-06-02 01:00:00,357.264,18.5,2.0,47.0,0.0,0.0,1,1,25,1,2,1,0,0
26,4,2020-06-02 02:00:00,352.51199999999994,18.1,1.5,49.0,0.0,0.0,1,1,26,1,2,2,0,0
27,4,2020-06-02 03:00:00,257.472,16.6,1.2,56.0,0.0,0.0,1,1,27,1,2,3,0,0
28,4,2020-06-02 04:00:00,209.52,16.1,1.4,58.0,0.0,0.0,1,1,28,1,2,4,0,0
29,4,2020-06-02 05:00:00,205.2,16.0,1.0,61.0,0.0,0.0,1,1,29,1,2,5,0,0
30,4,2020-06-02 06:00:00,196.56,15.8,0.9,60.0,0.0,0.4,1,1,30,1,2,6,0,0
31,4,2020-06-02 07:00:00,179.28,18.6,0.6,50.0,0.0,1.0,1,1,31,1,2,7,0,0
32,4,2020-06-02 08:00:00,173.232,19.8,1.2,47.0,0.0,0.9,1,1,32,1,2,8,0,0
33,4,2020-06-02 09:00:00,493.776,21.9,1.9,40.0,0.0,1.0,1,1,33,1,2,9,0,0
34,4,2020-06-02 10:00:00,587.52,24.6,1.1,32.0,0.0,1.0,1,1,34,1,2,10,0,0
35,4,2020-06-02 11:00:00,616.464,25.7,1.9,29.0,0.0,1.0,1,1,35,1,2,11,0,0
36,4,2020-06-02 12:00:00,636.336,28.2,2.5,27.0,0.0,1.0,1,1,36,1,2,12,0,0
37,4,2020-06-02 13:00:00,864.0,28.1,2.6,28.0,0.0,0.4,1,1,37,1,2,13,0,0
38,4,2020-06-02 14:00:00,964.224,28.3,3.9,24.0,0.0,0.3,1,1,38,1,2,14,0,0
39,4,2020-06-02 15:00:00,750.816,26.5,4.1,27.0,0.0,0.1,1,1,39,1,2,15,0,0
40,4,2020-06-02 16:00:00,914.112,25.9,0.5,31.0,0.0,0.0,1,1,40,1,2,16,0,0
41,4,2020-06-02 17:00:00,874.368,26.5,1.0,29.0,0.0,0.1,1,1,41,1,2,17,0,0
42,4,2020-06-02 18:00:00,547.776,26.7,0.8,30.0,0.0,0.1,1,1,42,1,2,18,0,0
43,4,2020-06-02 19:00:00,495.504,25.9,0.0,31.0,0.0,0.1,1,1,43,1,2,19,0,0
44,4,2020-06-02 20:00:00,491.616,24.1,1.1,39.0,0.0,0.0,1,1,44,1,2,20,0,0
45,4,2020-06-02 21:00:00,422.064,22.7,0.2,46.0,0.0,0.0,1,1,45,1,2,21,0,0
46,4,2020-06-02 22:00:00,325.296,21.9,0.8,46.0,0.0,0.0,1,1,46,1,2,22,0,0
47,4,2020-06-02 23:00:00,333.07199999999995,21.6,0.2,47.0,0.0,0.0,1,1,47,1,2,23,0,0
48,4,2020-06-03 00:00:00,347.76,21.2,0.9,49.0,0.0,0.0,1,1,48,1,3,0,0,0
49,4,2020-06-03 01:00:00,343.0080000000001,20.1,0.6,52.0,0.0,0.0,1,1,49,1,3,1,0,0
50,4,2020-06-03 02:00:00,324.0,19.7,1.4,55.0,0.0,0.0,1,1,50,1,3,2,0,0
51,4,2020-06-03 03:00:00,199.584,19.3,1.5,56.0,0.0,0.0,1,1,51,1,3,3,0,0
52,4,2020-06-03 04:00:00,199.584,19.0,1.3,58.0,0.0,0.0,1,1,52,1,3,4,0,0
53,4,2020-06-03 05:00:00,201.312,17.9,0.0,65.0,0.0,0.0,1,1,53,1,3,5,0,0
54,4,2020-06-03 06:00:00,240.624,17.8,0.6,70.0,0.0,0.0,1,1,54,1,3,6,0,0
55,4,2020-06-03 07:00:00,177.12,19.1,0.5,60.0,0.0,0.0,1,1,55,1,3,7,0,0
56,4,2020-06-03 08:00:00,298.512,21.2,0.6,57.0,0.0,0.0,1,1,56,1,3,8,0,0
57,4,2020-06-03 09:00:00,509.328,21.8,1.5,53.0,0.0,0.0,1,1,57,1,3,9,0,0
58,4,2020-06-03 10:00:00,623.376,24.2,1.4,49.0,0.0,0.0,1,1,58,1,3,10,0,0
59,4,2020-06-03 11:00:00,671.328,24.9,1.0,49.0,0.0,0.1,1,1,59,1,3,11,0,0
60,4,2020-06-03 12:00:00,681.696,26.5,2.1,49.0,0.0,1.0,1,1,60,1,3,12,0,0
61,4,2020-06-03 13:00:00,638.064,28.4,1.6,46.0,0.0,1.0,1,1,61,1,3,13,0,0
62,4,2020-06-03 14:00:00,721.44,28.7,2.6,45.0,0.0,1.0,1,1,62,1,3,14,0,0
63,4,2020-06-03 15:00:00,932.688,29.3,2.2,43.0,0.0,1.0,1,1,63,1,3,15,0,0
64,4,2020-06-03 16:00:00,948.672,30.2,3.0,41.0,0.0,0.9,1,1,64,1,3,16,0,0
65,4,2020-06-03 17:00:00,868.752,30.5,2.3,41.0,0.0,0.9,1,1,65,1,3,17,0,0
66,4,2020-06-03 18:00:00,537.84,29.8,2.0,42.0,0.0,0.6,1,1,66,1,3,18,0,0
67,4,2020-06-03 19:00:00,535.248,28.4,2.5,50.0,0.0,0.8,1,1,67,1,3,19,0,0
68,4,2020-06-03 20:00:00,406.944,26.9,2.0,55.0,0.0,0.0,1,1,68,1,3,20,0,0
69,4,2020-06-03 21:00:00,353.80800000000005,25.2,1.6,62.0,0.0,0.0,1,1,69,1,3,21,0,0
70,4,2020-06-03 22:00:00,421.632,25.1,2.6,64.0,0.0,0.0,1,1,70,1,3,22,0,0
71,4,2020-06-03 23:00:00,381.024,24.1,2.5,69.0,0.0,0.0,1,1,71,1,3,23,0,0
72,4,2020-06-04 00:00:00,347.76,22.8,2.1,77.0,0.0,0.0,1,1,72,1,4,0,0,0
73,4,2020-06-04 01:00:00,339.9840000000001,21.8,2.2,82.0,0.0,0.0,1,1,73,1,4,1,0,0
74,4,2020-06-04 02:00:00,282.528,21.2,1.3,87.0,0.0,0.0,1,1,74,1,4,2,0,0
75,4,2020-06-04 03:00:00,197.856,20.9,1.3,88.0,0.0,0.0,1,1,75,1,4,3,0,0
76,4,2020-06-04 04:00:00,197.424,21.0,1.4,88.0,0.0,0.0,1,1,76,1,4,4,0,0
77,4,2020-06-04 05:00:00,237.6,20.8,1.8,89.0,0.0,0.0,1,1,77,1,4,5,0,0
78,4,2020-06-04 06:00:00,177.55200000000005,20.0,0.7,92.0,0.0,0.0,1,1,78,1,4,6,0,0
79,4,2020-06-04 07:00:00,195.264,21.6,0.9,84.0,0.0,0.8,1,1,79,1,4,7,0,0
80,4,2020-06-04 08:00:00,357.264,23.4,1.3,77.0,0.0,1.0,1,1,80,1,4,8,0,0
81,4,2020-06-04 09:00:00,603.936,26.3,1.9,65.0,0.0,1.0,1,1,81,1,4,9,0,0
82,4,2020-06-04 10:00:00,692.064,27.0,2.4,57.0,0.0,1.0,1,1,82,1,4,10,0,0
83,4,2020-06-04 11:00:00,674.352,28.6,3.3,50.0,0.0,1.0,1,1,83,1,4,11,0,0
84,4,2020-06-04 12:00:00,634.1759999999998,30.4,3.3,41.0,0.0,1.0,1,1,84,1,4,12,0,0
85,4,2020-06-04 13:00:00,836.784,32.1,2.7,35.0,0.0,1.0,1,1,85,1,4,13,0,0
86,4,2020-06-04 14:00:00,806.544,33.9,2.4,35.0,0.0,1.0,1,1,86,1,4,14,0,0
87,4,2020-06-04 15:00:00,858.816,33.8,2.1,34.0,0.0,1.0,1,1,87,1,4,15,0,0
88,4,2020-06-04 16:00:00,814.752,34.5,2.1,35.0,0.0,1.0,1,1,88,1,4,16,0,0
89,4,2020-06-04 17:00:00,894.24,35.0,2.4,33.0,0.0,1.0,1,1,89,1,4,17,0,0
90,4,2020-06-04 18:00:00,657.5039999999998,33.7,3.3,37.0,0.0,0.9,1,1,90,1,4,18,0,0
91,4,2020-06-04 19:00:00,537.84,32.5,2.8,39.0,0.0,0.4,1,1,91,1,4,19,0,0
92,4,2020-06-04 20:00:00,456.624,31.3,3.4,38.0,0.0,0.0,1,1,92,1,4,20,0,0
93,4,2020-06-04 21:00:00,462.672,29.6,2.2,38.0,0.0,0.0,1,1,93,1,4,21,0,0
94,4,2020-06-04 22:00:00,349.92,28.8,1.3,40.0,0.0,0.0,1,1,94,1,4,22,0,0
95,4,2020-06-04 23:00:00,462.672,27.4,1.5,45.0,0.0,0.0,1,1,95,1,4,23,0,0
96,4,2020-06-05 00:00:00,360.72,27.0,2.4,57.0,0.0,0.0,1,1,96,1,5,0,0,0
97,4,2020-06-05 01:00:00,345.168,24.6,0.3,62.0,0.0,0.0,1,1,97,1,5,1,0,0
98,4,2020-06-05 02:00:00,345.6,24.1,1.9,65.0,0.0,0.0,1,1,98,1,5,2,0,0
99,4,2020-06-05 03:00:00,231.12,24.5,2.9,71.0,0.0,0.0,1,1,99,1,5,3,0,0
100,4,2020-06-05 04:00:00,195.696,24.2,2.1,66.0,0.0,0.0,1,1,100,1,5,4,0,0
101,4,2020-06-05 05:00:00,203.04,21.6,1.3,82.0,0.0,0.0,1,1,101,1,5,5,0,0
102,4,2020-06-05 06:00:00,239.76,21.9,1.1,84.0,0.0,0.0,1,1,102,1,5,6,0,0
103,4,2020-06-05 07:00:00,155.52,23.0,1.9,78.0,0.0,0.6,1,1,103,1,5,7,0,0
104,4,2020-06-05 08:00:00,397.44,25.3,1.0,65.0,0.0,1.0,1,1,104,1,5,8,0,0
105,4,2020-06-05 09:00:00,615.168,27.5,1.1,57.0,0.0,1.0,1,1,105,1,5,9,0,0
106,4,2020-06-05 10:00:00,827.712,28.5,1.8,52.0,0.0,1.0,1,1,106,1,5,10,0,0
107,4,2020-06-05 11:00:00,768.96,29.9,1.9,48.0,0.0,1.0,1,1,107,1,5,11,0,0
108,4,2020-06-05 12:00:00,660.528,31.5,1.5,41.0,0.0,1.0,1,1,108,1,5,12,0,0
109,4,2020-06-05 13:00:00,720.576,32.6,3.1,38.0,0.0,1.0,1,1,109,1,5,13,0,0
110,4,2020-06-05 14:00:00,875.232,32.9,2.1,38.0,0.0,0.6,1,1,110,1,5,14,0,0
111,4,2020-06-05 15:00:00,884.7360000000001,33.4,2.2,36.0,0.0,0.9,1,1,111,1,5,15,0,0
112,4,2020-06-05 16:00:00,846.72,33.7,2.4,36.0,0.0,0.8,1,1,112,1,5,16,0,0
113,4,2020-06-05 17:00:00,838.512,29.1,5.0,48.0,0.0,0.3,1,1,113,1,5,17,0,0
114,4,2020-06-05 18:00:00,579.744,27.3,4.6,53.0,0.0,0.0,1,1,114,1,5,18,0,0
115,4,2020-06-05 19:00:00,605.664,25.2,4.6,58.0,0.0,0.0,1,1,115,1,5,19,0,0
116,4,2020-06-05 20:00:00,511.48800000000006,22.6,4.9,66.0,0.0,0.0,1,1,116,1,5,20,0,0
117,4,2020-06-05 21:00:00,297.216,21.6,4.7,69.0,0.0,0.0,1,1,117,1,5,21,0,0
118,4,2020-06-05 22:00:00,307.584,21.2,5.5,69.0,0.0,0.0,1,1,118,1,5,22,0,0
119,4,2020-06-05 23:00:00,484.272,20.8,4.5,71.0,0.0,0.0,1,1,119,1,5,23,0,0
120,4,2020-06-06 00:00:00,415.584,19.8,4.3,77.0,0.0,0.0,1,1,120,1,6,0,0,1
121,4,2020-06-06 01:00:00,352.51199999999994,19.6,4.7,79.0,0.0,0.0,1,1,121,1,6,1,0,1
122,4,2020-06-06 02:00:00,350.784,19.3,4.6,80.0,0.0,0.0,1,1,122,1,6,2,0,1
123,4,2020-06-06 03:00:00,210.816,19.1,4.7,81.0,0.0,0.0,1,1,123,1,6,3,0,1
124,4,2020-06-06 04:00:00,206.064,18.9,3.7,82.0,0.0,0.0,1,1,124,1,6,4,0,1
125,4,2020-06-06 05:00:00,207.792,18.8,3.1,82.0,0.0,0.0,1,1,125,1,6,5,0,1
126,4,2020-06-06 06:00:00,215.568,18.8,3.2,83.0,0.0,0.0,1,1,126,1,6,6,0,1
127,4,2020-06-06 07:00:00,313.2,19.3,4.6,80.0,0.0,0.0,1,1,127,1,6,7,0,1
128,4,2020-06-06 08:00:00,367.632,19.6,5.2,78.0,0.0,0.0,1,1,128,1,6,8,0,1
129,4,2020-06-06 09:00:00,556.4159999999998,20.0,4.9,75.0,0.0,0.0,1,1,129,1,6,9,0,1
130,4,2020-06-06 10:00:00,619.92,21.0,5.1,72.0,0.0,0.0,1,1,130,1,6,10,0,1
131,4,2020-06-06 11:00:00,842.4,21.6,5.0,69.0,0.0,0.5,1,1,131,1,6,11,0,1
132,4,2020-06-06 12:00:00,772.8480000000002,23.6,4.1,62.0,0.0,0.8,1,1,132,1,6,12,0,1
133,4,2020-06-06 13:00:00,825.9839999999998,24.7,5.1,59.0,0.0,1.0,1,1,133,1,6,13,0,1
134,4,2020-06-06 14:00:00,898.56,24.8,4.7,57.0,0.0,1.0,1,1,134,1,6,14,0,1
135,4,2020-06-06 15:00:00,930.96,25.4,5.4,52.0,0.0,1.0,1,1,135,1,6,15,0,1
136,4,2020-06-06 16:00:00,1011.312,24.3,5.5,57.0,0.0,0.6,1,1,136,1,6,16,0,1
137,4,2020-06-06 17:00:00,915.408,23.5,5.4,58.0,0.0,0.0,1,1,137,1,6,17,0,1
138,4,2020-06-06 18:00:00,789.2639999999999,23.1,4.6,54.0,0.0,0.0,1,1,138,1,6,18,0,1
139,4,2020-06-06 19:00:00,507.168,22.6,4.5,49.0,0.0,0.2,1,1,139,1,6,19,0,1
140,4,2020-06-06 20:00:00,466.56,21.7,4.9,49.0,0.0,0.0,1,1,140,1,6,20,0,1
141,4,2020-06-06 21:00:00,398.304,20.8,4.3,51.0,0.0,0.0,1,1,141,1,6,21,0,1
142,4,2020-06-06 22:00:00,244.944,20.0,2.8,56.0,0.0,0.0,1,1,142,1,6,22,0,1
143,4,2020-06-06 23:00:00,357.264,19.3,2.3,61.0,0.0,0.0,1,1,143,1,6,23,0,1
144,4,2020-06-07 00:00:00,352.944,18.4,3.0,69.0,0.0,0.0,1,1,144,1,0,0,0,1
145,4,2020-06-07 01:00:00,336.96,17.7,2.3,76.0,0.0,0.0,1,1,145,1,0,1,0,1
146,4,2020-06-07 02:00:00,240.192,17.1,2.8,81.0,0.0,0.0,1,1,146,1,0,2,0,1
147,4,2020-06-07 03:00:00,247.5303529,16.5,2.1,87.0,0.0,0.0,1,1,147,1,0,3,0,1
148,4,2020-06-07 04:00:00,193.536,16.6,3.0,82.0,0.0,0.0,1,1,148,1,0,4,0,1
149,4,2020-06-07 05:00:00,243.648,16.5,2.7,83.0,0.0,0.0,1,1,149,1,0,5,0,1
150,4,2020-06-07 06:00:00,198.72,16.4,3.1,79.0,0.0,0.0,1,1,150,1,0,6,0,1
151,4,2020-06-07 07:00:00,163.296,16.8,2.8,78.0,0.0,0.0,1,1,151,1,0,7,0,1
152,4,2020-06-07 08:00:00,193.536,18.8,2.2,71.0,0.0,0.4,1,1,152,1,0,8,0,1
153,4,2020-06-07 09:00:00,629.856,21.2,1.5,63.0,0.0,1.0,1,1,153,1,0,9,0,1
154,4,2020-06-07 10:00:00,671.328,23.8,1.8,50.0,0.0,1.0,1,1,154,1,0,10,0,1
155,4,2020-06-07 11:00:00,750.3839999999999,26.3,1.4,39.0,0.0,1.0,1,1,155,1,0,11,0,1
156,4,2020-06-07 12:00:00,663.12,27.8,1.4,34.0,0.0,1.0,1,1,156,1,0,12,0,1
157,4,2020-06-07 13:00:00,668.7360000000001,29.0,2.3,37.0,0.0,1.0,1,1,157,1,0,13,0,1
158,4,2020-06-07 14:00:00,872.64,30.3,1.3,36.0,0.0,1.0,1,1,158,1,0,14,0,1
159,4,2020-06-07 15:00:00,930.96,30.2,2.5,36.0,0.0,1.0,1,1,159,1,0,15,0,1
160,4,2020-06-07 16:00:00,943.056,30.9,2.3,34.0,0.0,1.0,1,1,160,1,0,16,0,1
161,4,2020-06-07 17:00:00,953.424,31.1,2.1,34.0,0.0,1.0,1,1,161,1,0,17,0,1
162,4,2020-06-07 18:00:00,630.72,29.6,4.3,38.0,0.0,1.0,1,1,162,1,0,18,0,1
163,4,2020-06-07 19:00:00,493.344,28.2,2.4,43.0,0.0,0.2,1,1,163,1,0,19,0,1
164,4,2020-06-07 20:00:00,548.64,26.4,2.3,45.0,0.0,0.0,1,1,164,1,0,20,0,1
165,4,2020-06-07 21:00:00,427.68,24.8,2.6,45.0,0.0,0.0,1,1,165,1,0,21,0,1
166,4,2020-06-07 22:00:00,349.92,23.4,2.1,46.0,0.0,0.0,1,1,166,1,0,22,0,1
167,4,2020-06-07 23:00:00,425.952,22.4,2.5,46.0,0.0,0.0,1,1,167,1,0,23,0,1
168,4,2020-06-08 00:00:00,487.296,21.3,1.2,49.0,0.0,0.0,1,1,168,1,1,0,0,0
169,4,2020-06-08 01:00:00,362.016,20.6,1.2,52.0,0.0,0.0,1,1,169,1,1,1,0,0
170,4,2020-06-08 02:00:00,264.384,19.6,1.1,57.0,0.0,0.0,1,1,170,1,1,2,0,0
171,4,2020-06-08 03:00:00,215.136,19.7,0.4,59.0,0.0,0.0,1,1,171,1,1,3,0,0
172,4,2020-06-08 04:00:00,215.136,18.6,0.6,65.0,0.0,0.0,1,1,172,1,1,4,0,0
173,4,2020-06-08 05:00:00,214.272,17.7,1.8,72.0,0.0,0.0,1,1,173,1,1,5,0,0
174,4,2020-06-08 06:00:00,216.864,17.9,1.6,69.0,0.0,0.0,1,1,174,1,1,6,0,0
175,4,2020-06-08 07:00:00,268.272,19.9,1.4,61.0,0.0,1.0,1,1,175,1,1,7,0,0
176,4,2020-06-08 08:00:00,407.8080000000001,22.9,1.0,52.0,0.0,1.0,1,1,176,1,1,8,0,0
177,4,2020-06-08 09:00:00,552.96,25.1,1.3,45.0,0.0,1.0,1,1,177,1,1,9,0,0
178,4,2020-06-08 10:00:00,555.552,27.2,1.4,44.0,0.0,1.0,1,1,178,1,1,10,0,0
179,4,2020-06-08 11:00:00,795.7439999999998,29.3,1.8,42.0,0.0,1.0,1,1,179,1,1,11,0,0
180,4,2020-06-08 12:00:00,676.08,30.9,1.7,41.0,0.0,1.0,1,1,180,1,1,12,0,0
181,4,2020-06-08 13:00:00,803.52,32.0,2.1,37.0,0.0,1.0,1,1,181,1,1,13,0,0
182,4,2020-06-08 14:00:00,906.336,32.9,2.2,35.0,0.0,1.0,1,1,182,1,1,14,0,0
183,4,2020-06-08 15:00:00,1005.264,34.6,1.5,32.0,0.0,1.0,1,1,183,1,1,15,0,0
184,4,2020-06-08 16:00:00,916.272,34.5,3.3,34.0,0.0,1.0,1,1,184,1,1,16,0,0
185,4,2020-06-08 17:00:00,879.12,34.6,3.0,32.0,0.0,1.0,1,1,185,1,1,17,0,0
186,4,2020-06-08 18:00:00,493.344,34.1,2.4,32.0,0.0,1.0,1,1,186,1,1,18,0,0
187,4,2020-06-08 19:00:00,606.096,31.2,2.8,37.0,0.0,0.9,1,1,187,1,1,19,0,0
188,4,2020-06-08 20:00:00,527.904,29.4,1.4,39.0,0.0,0.0,1,1,188,1,1,20,0,0
189,4,2020-06-08 21:00:00,442.8,28.5,1.5,40.0,0.0,0.0,1,1,189,1,1,21,0,0
190,4,2020-06-08 22:00:00,354.24,27.2,0.7,43.0,0.0,0.0,1,1,190,1,1,22,0,0
191,4,2020-06-08 23:00:00,396.576,25.9,0.2,51.0,0.0,0.0,1,1,191,1,1,23,0,0
192,4,2020-06-09 00:00:00,373.2480000000001,24.6,0.6,55.0,0.0,0.0,1,1,192,1,2,0,0,0
193,4,2020-06-09 01:00:00,336.96,24.6,0.7,54.0,0.0,0.0,1,1,193,1,2,1,0,0
194,4,2020-06-09 02:00:00,336.96,23.6,1.0,56.0,0.0,0.0,1,1,194,1,2,2,0,0
195,4,2020-06-09 03:00:00,225.936,22.6,0.2,62.0,0.0,0.0,1,1,195,1,2,3,0,0
196,4,2020-06-09 04:00:00,194.832,21.7,1.0,65.0,0.0,0.0,1,1,196,1,2,4,0,0
197,4,2020-06-09 05:00:00,192.24,21.2,0.8,65.0,0.0,0.0,1,1,197,1,2,5,0,0
198,4,2020-06-09 06:00:00,163.296,21.9,0.0,64.0,0.0,0.1,1,1,198,1,2,6,0,0
199,4,2020-06-09 07:00:00,152.928,23.4,0.9,58.0,0.0,1.0,1,1,199,1,2,7,0,0
200,4,2020-06-09 08:00:00,388.968,25.8,1.7,49.0,0.0,1.0,1,1,200,1,2,8,0,0
201,4,2020-06-09 09:00:00,551.664,27.6,2.0,41.0,0.0,1.0,1,1,201,1,2,9,0,0
202,4,2020-06-09 10:00:00,661.824,29.7,2.3,41.0,0.0,1.0,1,1,202,1,2,10,0,0
203,4,2020-06-09 11:00:00,613.008,31.6,1.4,41.0,0.0,1.0,1,1,203,1,2,11,0,0
204,4,2020-06-09 12:00:00,720.576,32.7,2.9,40.0,0.0,1.0,1,1,204,1,2,12,0,0
205,4,2020-06-09 13:00:00,942.624,33.5,1.3,37.0,0.0,1.0,1,1,205,1,2,13,0,0
206,4,2020-06-09 14:00:00,831.6,34.7,2.0,33.0,0.0,1.0,1,1,206,1,2,14,0,0
207,4,2020-06-09 15:00:00,890.784,35.6,1.1,28.0,0.0,1.0,1,1,207,1,2,15,0,0
208,4,2020-06-09 16:00:00,930.528,36.3,1.7,26.0,0.0,1.0,1,1,208,1,2,16,0,0
209,4,2020-06-09 17:00:00,879.9839999999998,35.5,3.0,27.0,0.0,1.0,1,1,209,1,2,17,0,0
210,4,2020-06-09 18:00:00,495.504,33.8,3.5,30.0,0.0,1.0,1,1,210,1,2,18,0,0
211,4,2020-06-09 19:00:00,428.976,32.6,2.0,34.0,0.0,1.0,1,1,211,1,2,19,0,0
212,4,2020-06-09 20:00:00,457.056,30.7,2.0,39.0,0.0,0.1,1,1,212,1,2,20,0,0
213,4,2020-06-09 21:00:00,422.064,29.3,1.5,45.0,0.0,0.0,1,1,213,1,2,21,0,0
214,4,2020-06-09 22:00:00,337.824,28.1,1.4,49.0,0.0,0.0,1,1,214,1,2,22,0,0
215,4,2020-06-09 23:00:00,459.648,27.3,1.0,53.0,0.0,0.0,1,1,215,1,2,23,0,0
216,4,2020-06-10 00:00:00,393.984,25.9,0.5,60.0,0.0,0.0,1,1,216,1,3,0,0,0
217,4,2020-06-10 01:00:00,373.2480000000001,25.3,0.2,62.0,0.0,0.0,1,1,217,1,3,1,0,0
218,4,2020-06-10 02:00:00,341.712,24.0,0.8,66.0,0.0,0.0,1,1,218,1,3,2,0,0
219,4,2020-06-10 03:00:00,338.6880000000001,23.4,1.3,67.0,0.0,0.0,1,1,219,1,3,3,0,0
220,4,2020-06-10 04:00:00,192.24,22.6,0.3,72.0,0.0,0.0,1,1,220,1,3,4,0,0
221,4,2020-06-10 05:00:00,199.152,21.6,1.2,75.0,0.0,0.0,1,1,221,1,3,5,0,0
222,4,2020-06-10 06:00:00,167.616,21.7,1.8,75.0,0.0,0.2,1,1,222,1,3,6,0,0
223,4,2020-06-10 07:00:00,138.24,22.9,2.4,69.0,0.0,1.0,1,1,223,1,3,7,0,0
224,4,2020-06-10 08:00:00,361.584,26.0,1.0,59.0,0.0,1.0,1,1,224,1,3,8,0,0
225,4,2020-06-10 09:00:00,608.256,27.8,1.7,55.0,0.0,1.0,1,1,225,1,3,9,0,0
226,4,2020-06-10 10:00:00,716.2560000000002,29.8,1.9,48.0,0.0,1.0,1,1,226,1,3,10,0,0
227,4,2020-06-10 11:00:00,784.08,31.0,1.7,43.0,0.0,1.0,1,1,227,1,3,11,0,0
228,4,2020-06-10 12:00:00,675.648,32.4,1.8,36.0,0.0,0.9,1,1,228,1,3,12,0,0
229,4,2020-06-10 13:00:00,1002.24,33.1,2.6,39.0,0.0,0.8,1,1,229,1,3,13,0,0
230,4,2020-06-10 14:00:00,1020.384,33.4,1.8,38.0,0.0,0.8,1,1,230,1,3,14,0,0
231,4,2020-06-10 15:00:00,976.752,35.3,2.6,36.0,0.0,0.4,1,1,231,1,3,15,0,0
232,4,2020-06-10 16:00:00,1045.008,34.7,2.8,35.0,0.0,1.0,1,1,232,1,3,16,0,0
233,4,2020-06-10 17:00:00,1065.744,33.6,3.9,39.0,0.0,0.8,1,1,233,1,3,17,0,0
234,4,2020-06-10 18:00:00,961.2,31.0,2.7,45.0,0.0,0.5,1,1,234,1,3,18,0,0
235,4,2020-06-10 19:00:00,669.6,29.6,2.5,49.0,0.0,0.0,1,1,235,1,3,19,0,0
236,4,2020-06-10 20:00:00,590.976,28.8,1.7,50.0,0.0,0.0,1,1,236,1,3,20,0,0
237,4,2020-06-10 21:00:00,514.08,28.5,2.0,51.0,0.0,0.0,1,1,237,1,3,21,0,0
238,4,2020-06-10 22:00:00,292.896,26.6,3.5,63.0,0.0,0.0,1,1,238,1,3,22,0,0
239,4,2020-06-10 23:00:00,397.872,24.7,1.5,74.0,0.1,0.0,1,1,239,1,3,23,0,0
240,4,2020-06-11 00:00:00,366.768,24.4,1.4,73.0,0.0,0.0,1,1,240,1,4,0,0,0
