,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,energy_group,Week,24Hour,holiday,Weekend
54,1,2020-06-03 06:00:00,8019.648,17.6,0.4,89.0,0.0,0.0,0,0,54,3,3,6,0,0
55,1,2020-06-03 07:00:00,8094.816,18.3,1.8,88.0,0.0,0.3,0,0,55,3,3,7,0,0
56,1,2020-06-03 08:00:00,8151.84,19.7,2.0,82.0,0.0,0.9,0,0,56,3,3,8,0,0
57,1,2020-06-03 09:00:00,8201.088,20.8,0.8,76.0,0.0,0.4,0,0,57,3,3,9,0,0
58,1,2020-06-03 10:00:00,8261.351999999999,22.0,1.4,73.0,0.0,0.2,0,0,58,3,3,10,0,0
59,1,2020-06-03 11:00:00,8278.2,23.1,2.2,68.0,0.0,0.3,0,0,59,3,3,11,0,0
60,1,2020-06-03 12:00:00,8319.671999999999,24.4,2.6,58.0,0.0,0.6,0,0,60,3,3,12,0,0
61,1,2020-06-03 13:00:00,8363.735999999999,26.1,2.2,55.0,0.0,1.0,0,0,61,3,3,13,0,0
62,1,2020-06-03 14:00:00,8458.992,26.8,2.7,50.0,0.0,1.0,0,0,62,3,3,14,0,0
63,1,2020-06-03 15:00:00,8483.616,27.9,2.5,52.0,0.0,1.0,0,0,63,3,3,15,0,0
64,1,2020-06-03 16:00:00,8506.944,28.2,2.8,48.0,0.0,1.0,0,0,64,3,3,16,0,0
65,1,2020-06-03 17:00:00,8530.92,28.1,3.8,49.0,0.0,1.0,0,0,65,3,3,17,0,0
66,1,2020-06-03 18:00:00,8655.984,26.1,4.5,60.0,0.0,1.0,0,0,66,3,3,18,0,0
67,1,2020-06-03 19:00:00,8461.584,23.8,4.8,68.0,0.0,0.8,0,0,67,3,3,19,0,0
68,1,2020-06-03 20:00:00,8344.296,21.0,5.2,80.0,0.0,0.0,0,0,68,3,3,20,0,0
69,1,2020-06-03 21:00:00,8322.912,20.5,3.1,81.0,0.0,0.0,0,0,69,3,3,21,0,0
70,1,2020-06-03 22:00:00,8271.72,20.4,2.4,81.0,0.0,0.0,0,0,70,3,3,22,0,0
71,1,2020-06-03 23:00:00,8255.52,20.1,2.2,81.0,0.0,0.0,0,0,71,3,3,23,0,0
72,1,2020-06-04 00:00:00,8254.872,20.1,1.5,81.0,0.0,0.0,0,0,72,3,4,0,0,0
73,1,2020-06-04 01:00:00,8230.896,20.0,2.2,83.0,0.0,0.0,0,0,73,3,4,1,0,0
74,1,2020-06-04 02:00:00,8245.8,20.1,1.0,84.0,0.0,0.0,0,0,74,3,4,2,0,0
75,1,2020-06-04 03:00:00,8257.464,20.4,2.6,86.0,0.0,0.0,0,0,75,3,4,3,0,0
76,1,2020-06-04 04:00:00,8240.616,20.5,2.0,88.0,0.0,0.0,0,0,76,3,4,4,0,0
77,1,2020-06-04 05:00:00,8308.008,20.3,2.0,91.0,0.0,0.0,0,0,77,3,4,5,0,0
78,1,2020-06-04 06:00:00,8262.0,20.1,3.0,91.0,0.1,0.0,0,0,78,3,4,6,0,0
79,1,2020-06-04 07:00:00,8296.992,20.1,2.2,90.0,0.0,0.0,0,0,79,3,4,7,0,0
80,1,2020-06-04 08:00:00,8328.096,20.1,3.5,89.0,0.1,0.0,0,0,80,3,4,8,0,0
81,1,2020-06-04 09:00:00,8347.536,20.6,3.1,90.0,0.0,0.0,0,0,81,3,4,9,0,0
82,1,2020-06-04 10:00:00,8363.735999999999,22.4,2.7,76.0,0.0,0.5,0,0,82,3,4,10,0,0
83,1,2020-06-04 11:00:00,8386.416,23.9,2.8,68.0,0.0,0.6,0,0,83,3,4,11,0,0
84,1,2020-06-04 12:00:00,8435.664,25.0,3.1,63.0,0.0,0.8,0,0,84,3,4,12,0,0
85,1,2020-06-04 13:00:00,8591.184000000001,26.0,3.1,60.0,0.0,1.0,0,0,85,3,4,13,0,0
86,1,2020-06-04 14:00:00,8638.488000000001,26.4,3.8,60.0,0.0,1.0,0,0,86,3,4,14,0,0
87,1,2020-06-04 15:00:00,8663.112,25.4,4.2,66.0,0.0,0.5,0,0,87,3,4,15,0,0
88,1,2020-06-04 16:00:00,8671.536,24.3,3.6,70.0,0.0,0.0,0,0,88,3,4,16,0,0
89,1,2020-06-04 17:00:00,8652.096,23.2,4.1,75.0,0.0,0.1,0,0,89,3,4,17,0,0
90,1,2020-06-04 18:00:00,8626.176,22.8,3.1,77.0,0.0,0.2,0,0,90,3,4,18,0,0
91,1,2020-06-04 19:00:00,8665.704,21.7,3.3,80.0,0.0,0.0,0,0,91,3,4,19,0,0
92,1,2020-06-04 20:00:00,8646.264000000001,21.4,2.5,83.0,0.0,0.0,0,0,92,3,4,20,0,0
93,1,2020-06-04 21:00:00,8659.872,20.8,1.9,86.0,0.0,0.0,0,0,93,3,4,21,0,0
94,1,2020-06-04 22:00:00,8657.28,20.3,1.6,89.0,0.0,0.0,0,0,94,3,4,22,0,0
95,1,2020-06-04 23:00:00,8604.144,19.9,1.4,91.0,0.0,0.0,0,0,95,3,4,23,0,0
96,1,2020-06-05 00:00:00,8598.96,19.7,2.0,90.0,0.0,0.0,0,0,96,3,5,0,0,0
97,1,2020-06-05 01:00:00,8573.04,19.5,1.4,90.0,0.0,0.0,0,0,97,3,5,1,0,0
98,1,2020-06-05 02:00:00,8561.376,19.3,1.6,90.0,0.0,0.0,0,0,98,3,5,2,0,0
99,1,2020-06-05 03:00:00,8549.064,19.3,1.6,90.0,0.0,0.0,0,0,99,3,5,3,0,0
100,1,2020-06-05 04:00:00,8529.624,18.9,1.5,90.0,0.0,0.0,0,0,100,3,5,4,0,0
101,1,2020-06-05 05:00:00,8506.296,18.4,1.3,92.0,0.0,0.0,0,0,101,3,5,5,0,0
102,1,2020-06-05 06:00:00,8516.664,18.7,1.3,92.0,0.0,0.0,0,0,102,3,5,6,0,0
103,1,2020-06-05 07:00:00,8563.32,19.0,1.1,90.0,0.0,0.0,0,0,103,3,5,7,0,0
104,1,2020-06-05 08:00:00,8588.591999999999,19.9,2.2,86.0,0.0,0.1,0,0,104,3,5,8,0,0
105,1,2020-06-05 09:00:00,8622.288,21.0,1.5,77.0,0.0,0.2,0,0,105,3,5,9,0,0
106,1,2020-06-05 10:00:00,8645.616,22.3,1.3,71.0,0.0,0.6,0,0,106,3,5,10,0,0
107,1,2020-06-05 11:00:00,8617.104,23.9,2.5,67.0,0.0,0.8,0,0,107,3,5,11,0,0
108,1,2020-06-05 12:00:00,8625.528,25.1,2.2,60.0,0.0,0.8,0,0,108,3,5,12,0,0
109,1,2020-06-05 13:00:00,8630.064,26.3,1.8,57.0,0.0,0.9,0,0,109,3,5,13,0,0
110,1,2020-06-05 14:00:00,8678.016,27.2,2.8,50.0,0.0,1.0,0,0,110,3,5,14,0,0
111,1,2020-06-05 15:00:00,8660.52,27.8,3.2,48.0,0.0,1.0,0,0,111,3,5,15,0,0
112,1,2020-06-05 16:00:00,8658.576,28.5,2.6,46.0,0.0,1.0,0,0,112,3,5,16,0,0
113,1,2020-06-05 17:00:00,8671.536,28.6,2.1,46.0,0.0,1.0,0,0,113,3,5,17,0,0
114,1,2020-06-05 18:00:00,8650.152,27.9,2.6,49.0,0.0,1.0,0,0,114,3,5,18,0,0
115,1,2020-06-05 19:00:00,8657.28,25.8,3.3,60.0,0.0,0.4,0,0,115,3,5,19,0,0
116,1,2020-06-05 20:00:00,8651.448,24.4,2.0,64.0,0.0,0.0,0,0,116,3,5,20,0,0
117,1,2020-06-05 21:00:00,8650.8,23.1,1.7,66.0,0.0,0.0,0,0,117,3,5,21,0,0
118,1,2020-06-05 22:00:00,8648.856,22.4,1.4,72.0,0.0,0.0,0,0,118,3,5,22,0,0
119,1,2020-06-05 23:00:00,8620.344000000001,21.7,2.1,72.0,0.0,0.0,0,0,119,3,5,23,0,0
120,1,2020-06-06 00:00:00,8617.752,21.1,0.9,73.0,0.0,0.0,0,0,120,3,6,0,0,1
121,1,2020-06-06 01:00:00,8611.92,20.7,1.1,77.0,0.0,0.0,0,0,121,3,6,1,0,1
122,1,2020-06-06 02:00:00,8602.848,20.3,0.9,80.0,0.0,0.0,0,0,122,3,6,2,0,1
123,1,2020-06-06 03:00:00,8574.336,20.1,1.0,80.0,0.0,0.0,0,0,123,3,6,3,0,1
124,1,2020-06-06 04:00:00,8577.576,19.7,1.7,81.0,0.0,0.0,0,0,124,3,6,4,0,1
125,1,2020-06-06 05:00:00,8539.344000000001,19.4,1.5,82.0,0.0,0.0,0,0,125,3,6,5,0,1
126,1,2020-06-06 06:00:00,8512.776,19.2,1.2,82.0,0.0,0.0,0,0,126,3,6,6,0,1
127,1,2020-06-06 07:00:00,8549.064,20.1,1.8,79.0,0.0,0.2,0,0,127,3,6,7,0,1
128,1,2020-06-06 08:00:00,8554.248,22.0,2.1,70.0,0.0,1.0,0,0,128,3,6,8,0,1
129,1,2020-06-06 09:00:00,8552.304,24.0,2.3,65.0,0.0,1.0,0,0,129,3,6,9,0,1
130,1,2020-06-06 10:00:00,8558.784,25.6,2.4,58.0,0.0,1.0,0,0,130,3,6,10,0,1
131,1,2020-06-06 11:00:00,8563.968,26.1,1.6,57.0,0.0,0.3,0,0,131,3,6,11,0,1
132,1,2020-06-06 12:00:00,8593.128,28.2,2.4,50.0,0.0,1.0,0,0,132,3,6,12,0,1
133,1,2020-06-06 13:00:00,8592.48,29.3,1.8,47.0,0.0,0.9,0,0,133,3,6,13,0,1
134,1,2020-06-06 14:00:00,8611.92,29.4,2.0,45.0,0.0,0.5,0,0,134,3,6,14,0,1
135,1,2020-06-06 15:00:00,8631.36,30.5,2.5,42.0,0.0,0.9,0,0,135,3,6,15,0,1
136,1,2020-06-06 16:00:00,8619.048,30.6,1.8,41.0,0.0,0.6,0,0,136,3,6,16,0,1
137,1,2020-06-06 17:00:00,8622.288,29.1,3.8,52.0,0.0,0.2,0,0,137,3,6,17,0,1
138,1,2020-06-06 18:00:00,8611.92,28.1,3.4,55.0,0.0,1.0,0,0,138,3,6,18,0,1
139,1,2020-06-06 19:00:00,8610.624,27.1,2.2,59.0,0.0,0.0,0,0,139,3,6,19,0,1
140,1,2020-06-06 20:00:00,8598.96,26.0,1.7,60.0,0.0,0.0,0,0,140,3,6,20,0,1
141,1,2020-06-06 21:00:00,8609.328000000001,25.2,2.6,62.0,0.0,0.0,0,0,141,3,6,21,0,1
142,1,2020-06-06 22:00:00,8614.511999999999,24.8,2.0,63.0,0.0,0.0,0,0,142,3,6,22,0,1
143,1,2020-06-06 23:00:00,8590.536,23.4,2.8,66.0,0.0,0.0,0,0,143,3,6,23,0,1
144,1,2020-06-07 00:00:00,8600.904,21.4,2.5,73.0,0.0,0.0,0,0,144,3,0,0,0,1
145,1,2020-06-07 01:00:00,8574.336,20.7,2.6,75.0,0.0,0.0,0,0,145,3,0,1,0,1
146,1,2020-06-07 02:00:00,8536.752,20.0,2.6,77.0,0.0,0.0,0,0,146,3,0,2,0,1
147,1,2020-06-07 03:00:00,8534.808,19.4,1.4,78.0,0.0,0.0,0,0,147,3,0,3,0,1
148,1,2020-06-07 04:00:00,8514.72,19.3,1.4,78.0,0.0,0.0,0,0,148,3,0,4,0,1
149,1,2020-06-07 05:00:00,8482.32,19.4,0.6,76.0,0.0,0.0,0,0,149,3,0,5,0,1
150,1,2020-06-07 06:00:00,8472.6,19.6,1.8,78.0,0.0,0.0,0,0,150,3,0,6,0,1
151,1,2020-06-07 07:00:00,8506.296,19.6,2.1,78.0,0.0,0.0,0,0,151,3,0,7,0,1
152,1,2020-06-07 08:00:00,8533.511999999999,20.1,1.9,78.0,0.0,0.0,0,0,152,3,0,8,0,1
153,1,2020-06-07 09:00:00,8530.271999999999,20.9,2.0,75.0,0.0,0.1,0,0,153,3,0,9,0,1
154,1,2020-06-07 10:00:00,8559.431999999999,22.4,2.4,69.0,0.0,0.3,0,0,154,3,0,10,0,1
155,1,2020-06-07 11:00:00,8595.72,24.4,2.9,62.0,0.0,0.9,0,0,155,3,0,11,0,1
156,1,2020-06-07 12:00:00,8569.8,24.8,2.3,61.0,0.0,1.0,0,0,156,3,0,12,0,1
157,1,2020-06-07 13:00:00,8595.072,26.1,2.4,56.0,0.0,1.0,0,0,157,3,0,13,0,1
158,1,2020-06-07 14:00:00,8619.048,27.4,1.7,50.0,0.0,1.0,0,0,158,3,0,14,0,1
159,1,2020-06-07 15:00:00,8620.344000000001,28.4,3.0,45.0,0.0,1.0,0,0,159,3,0,15,0,1
160,1,2020-06-07 16:00:00,8604.144,28.9,3.2,49.0,0.0,1.0,0,0,160,3,0,16,0,1
161,1,2020-06-07 17:00:00,8602.2,28.0,3.6,52.0,0.0,1.0,0,0,161,3,0,17,0,1
162,1,2020-06-07 18:00:00,8585.351999999999,25.7,4.3,62.0,0.0,1.0,0,0,162,3,0,18,0,1
163,1,2020-06-07 19:00:00,8612.568000000001,24.5,3.3,67.0,0.0,0.9,0,0,163,3,0,19,0,1
164,1,2020-06-07 20:00:00,8626.176,23.0,2.2,72.0,0.0,0.0,0,0,164,3,0,20,0,1
165,1,2020-06-07 21:00:00,8626.176,22.3,2.1,75.0,0.0,0.0,0,0,165,3,0,21,0,1
166,1,2020-06-07 22:00:00,8621.64,21.6,2.2,77.0,0.0,0.0,0,0,166,3,0,22,0,1
167,1,2020-06-07 23:00:00,8619.048,21.0,1.6,80.0,0.0,0.0,0,0,167,3,0,23,0,1
168,1,2020-06-08 00:00:00,8584.056,20.6,2.0,81.0,0.0,0.0,0,0,168,3,1,0,0,0
169,1,2020-06-08 01:00:00,8582.112,19.9,2.6,85.0,0.0,0.0,0,0,169,3,1,1,0,0
170,1,2020-06-08 02:00:00,8567.856,19.8,1.1,85.0,0.0,0.0,0,0,170,3,1,2,0,0
171,1,2020-06-08 03:00:00,8561.376,19.8,1.1,86.0,0.0,0.0,0,0,171,3,1,3,0,0
172,1,2020-06-08 04:00:00,8548.416,20.0,0.9,86.0,0.0,0.0,0,0,172,3,1,4,0,0
173,1,2020-06-08 05:00:00,8509.536,20.1,0.7,86.0,0.0,0.0,0,0,173,3,1,5,0,0
174,1,2020-06-08 06:00:00,8504.351999999999,20.3,1.2,85.0,0.0,0.0,0,0,174,3,1,6,0,0
175,1,2020-06-08 07:00:00,8556.84,21.0,1.2,84.0,0.0,0.2,0,0,175,3,1,7,0,0
176,1,2020-06-08 08:00:00,8579.52,22.5,1.2,77.0,0.0,0.9,0,0,176,3,1,8,0,0
177,1,2020-06-08 09:00:00,8639.784,23.6,2.0,73.0,0.0,0.4,0,0,177,3,1,9,0,0
178,1,2020-06-08 10:00:00,8650.152,25.5,1.4,65.0,0.0,1.0,0,0,178,3,1,10,0,0
179,1,2020-06-08 11:00:00,8664.408000000001,26.8,1.5,58.0,0.0,1.0,0,0,179,3,1,11,0,0
180,1,2020-06-08 12:00:00,8650.8,28.9,2.1,49.0,0.0,1.0,0,0,180,3,1,12,0,0
181,1,2020-06-08 13:00:00,8665.056,29.8,2.8,46.0,0.0,1.0,0,0,181,3,1,13,0,0
182,1,2020-06-08 14:00:00,8668.944,30.6,2.9,44.0,0.0,1.0,0,0,182,3,1,14,0,0
183,1,2020-06-08 15:00:00,8679.312,31.2,2.2,41.0,0.0,1.0,0,0,183,3,1,15,0,0
184,1,2020-06-08 16:00:00,8722.728000000001,31.6,2.8,43.0,0.0,1.0,0,0,184,3,1,16,0,0
185,1,2020-06-08 17:00:00,8708.472,30.7,3.8,45.0,0.0,1.0,0,0,185,3,1,17,0,0
186,1,2020-06-08 18:00:00,8655.336,28.5,5.1,53.0,0.0,1.0,0,0,186,3,1,18,0,0
187,1,2020-06-08 19:00:00,8650.152,26.4,3.8,57.0,0.0,0.8,0,0,187,3,1,19,0,0
188,1,2020-06-08 20:00:00,8668.944,25.4,3.8,63.0,0.0,0.0,0,0,188,3,1,20,0,0
189,1,2020-06-08 21:00:00,8671.536,24.4,2.6,60.0,0.0,0.0,0,0,189,3,1,21,0,0
190,1,2020-06-08 22:00:00,8675.424,23.8,2.0,60.0,0.0,0.0,0,0,190,3,1,22,0,0
191,1,2020-06-08 23:00:00,8612.568000000001,23.4,0.6,60.0,0.0,0.0,0,0,191,3,1,23,0,0
192,1,2020-06-09 00:00:00,8605.44,22.9,1.4,62.0,0.0,0.0,0,0,192,3,2,0,0,0
193,1,2020-06-09 01:00:00,8578.872,22.5,0.9,63.0,0.0,0.0,0,0,193,3,2,1,0,0
194,1,2020-06-09 02:00:00,8552.304,22.0,1.6,65.0,0.0,0.0,0,0,194,3,2,2,0,0
195,1,2020-06-09 03:00:00,8542.584,21.4,1.3,67.0,0.0,0.0,0,0,195,3,2,3,0,0
196,1,2020-06-09 04:00:00,8503.704,20.9,2.2,70.0,0.0,0.0,0,0,196,3,2,4,0,0
197,1,2020-06-09 05:00:00,8488.152,20.5,1.5,71.0,0.0,0.0,0,0,197,3,2,5,0,0
198,1,2020-06-09 06:00:00,8481.024,20.4,1.5,73.0,0.0,0.0,0,0,198,3,2,6,0,0
199,1,2020-06-09 07:00:00,8566.56,21.4,1.8,71.0,0.0,1.0,0,0,199,3,2,7,0,0
200,1,2020-06-09 08:00:00,8573.688,23.9,1.1,64.0,0.0,1.0,0,0,200,3,2,8,0,0
201,1,2020-06-09 09:00:00,8613.216,25.8,1.8,58.0,0.0,1.0,0,0,201,3,2,9,0,0
202,1,2020-06-09 10:00:00,8617.752,27.7,1.2,50.0,0.0,1.0,0,0,202,3,2,10,0,0
203,1,2020-06-09 11:00:00,8616.456,29.5,3.1,40.0,0.0,1.0,0,0,203,3,2,11,0,0
204,1,2020-06-09 12:00:00,8171.928000000001,31.1,1.8,40.0,0.0,1.0,0,0,204,3,2,12,0,0
205,1,2020-06-09 13:00:00,8681.904,31.9,3.4,38.0,0.0,1.0,0,0,205,3,2,13,0,0
206,1,2020-06-09 14:00:00,8651.448,32.6,3.7,36.0,0.0,1.0,0,0,206,3,2,14,0,0
207,1,2020-06-09 15:00:00,8670.888,32.7,3.0,38.0,0.0,1.0,0,0,207,3,2,15,0,0
208,1,2020-06-09 16:00:00,8657.28,32.5,3.5,41.0,0.0,0.9,0,0,208,3,2,16,0,0
209,1,2020-06-09 17:00:00,8655.984,31.9,3.6,38.0,0.0,1.0,0,0,209,3,2,17,0,0
210,1,2020-06-09 18:00:00,8633.304,31.2,3.0,36.0,0.0,1.0,0,0,210,3,2,18,0,0
211,1,2020-06-09 19:00:00,8625.528,30.0,3.2,36.0,0.0,0.9,0,0,211,3,2,19,0,0
212,1,2020-06-09 20:00:00,8587.944,28.2,3.5,46.0,0.0,0.1,0,0,212,3,2,20,0,0
213,1,2020-06-09 21:00:00,8601.552,26.6,2.3,49.0,0.0,0.0,0,0,213,3,2,21,0,0
214,1,2020-06-09 22:00:00,8618.4,25.7,1.4,52.0,0.0,0.0,0,0,214,3,2,22,0,0
215,1,2020-06-09 23:00:00,8609.328000000001,25.2,2.3,53.0,0.0,0.0,0,0,215,3,2,23,0,0
216,1,2020-06-10 00:00:00,8602.848,24.6,1.6,52.0,0.0,0.0,0,0,216,3,3,0,0,0
217,1,2020-06-10 01:00:00,8562.024,24.3,1.2,54.0,0.0,0.0,0,0,217,3,3,1,0,0
218,1,2020-06-10 02:00:00,8561.376,23.9,0.6,55.0,0.0,0.0,0,0,218,3,3,2,0,0
219,1,2020-06-10 03:00:00,8524.44,23.6,1.7,57.0,0.0,0.0,0,0,219,3,3,3,0,0
220,1,2020-06-10 04:00:00,8510.832,23.2,1.7,57.0,0.0,0.0,0,0,220,3,3,4,0,0
221,1,2020-06-10 05:00:00,8493.336,22.8,0.5,59.0,0.0,0.0,0,0,221,3,3,5,0,0
222,1,2020-06-10 06:00:00,8484.264000000001,22.5,1.4,61.0,0.0,0.0,0,0,222,3,3,6,0,0
223,1,2020-06-10 07:00:00,8521.848,23.4,2.5,64.0,0.0,0.2,0,0,223,3,3,7,0,0
224,1,2020-06-10 08:00:00,8567.856,24.9,1.6,58.0,0.0,0.7,0,0,224,3,3,8,0,0
225,1,2020-06-10 09:00:00,8604.792,26.6,2.1,54.0,0.0,0.5,0,0,225,3,3,9,0,0
226,1,2020-06-10 10:00:00,8607.384,29.0,1.1,48.0,0.0,0.9,0,0,226,3,3,10,0,0
227,1,2020-06-10 11:00:00,8646.264000000001,30.3,2.5,44.0,0.0,0.8,0,0,227,3,3,11,0,0
228,1,2020-06-10 12:00:00,8651.448,31.0,3.2,42.0,0.0,0.7,0,0,228,3,3,12,0,0
229,1,2020-06-10 13:00:00,8639.136,31.1,2.6,44.0,0.0,0.4,0,0,229,3,3,13,0,0
230,1,2020-06-10 14:00:00,8688.384,31.9,2.5,42.0,0.0,0.4,0,0,230,3,3,14,0,0
231,1,2020-06-10 15:00:00,8727.264000000001,31.9,2.7,45.0,0.0,0.3,0,0,231,3,3,15,0,0
232,1,2020-06-10 16:00:00,8696.808,30.5,3.0,50.0,0.0,0.3,0,0,232,3,3,16,0,0
233,1,2020-06-10 17:00:00,8670.24,28.7,3.4,55.0,0.0,0.0,0,0,233,3,3,17,0,0
234,1,2020-06-10 18:00:00,8622.288,25.1,5.8,74.0,0.0,0.0,0,0,234,3,3,18,0,0
235,1,2020-06-10 19:00:00,8611.271999999999,24.6,2.6,77.0,0.0,0.0,0,0,235,3,3,19,0,0
