num_date_time,answer
1 2020-08-28 04,8597.294921875
1 2020-08-28 05,8561.8037109375
1 2020-08-28 06,8531.9228515625
1 2020-08-28 07,8583.8818359375
1 2020-08-28 08,8627.1103515625
1 2020-08-28 09,8721.91796875
1 2020-08-28 10,8767.609375
1 2020-08-28 11,8795.021484375
1 2020-08-28 12,8812.88671875
1 2020-08-28 13,8820.9296875
1 2020-08-28 14,8826.0537109375
1 2020-08-28 15,8819.216796875
1 2020-08-28 16,8813.958984375
1 2020-08-28 17,8799.3857421875
1 2020-08-28 18,8767.814453125
1 2020-08-28 19,8725.8408203125
1 2020-08-28 20,8704.9345703125
1 2020-08-28 21,8680.08203125
1 2020-08-28 22,8677.583984375
1 2020-08-28 23,8661.9833984375
1 2020-08-29 00,8639.6162109375
1 2020-08-29 01,8629.0732421875
1 2020-08-29 02,8629.6455078125
1 2020-08-29 03,8620.0224609375
1 2020-08-29 04,8612.9052734375
1 2020-08-29 05,8595.515625
1 2020-08-29 06,8585.21484375
1 2020-08-29 07,8611.283203125
1 2020-08-29 08,8621.8076171875
1 2020-08-29 09,8657.7197265625
1 2020-08-29 10,8665.9375
1 2020-08-29 11,8667.0087890625
1 2020-08-29 12,8664.2890625
1 2020-08-29 13,8700.1982421875
1 2020-08-29 14,8721.42578125
1 2020-08-29 15,8735.544921875
1 2020-08-29 16,8733.7119140625
1 2020-08-29 17,8722.205078125
1 2020-08-29 18,8708.4384765625
1 2020-08-29 19,8692.47265625
1 2020-08-29 20,8684.37890625
1 2020-08-29 21,8652.7236328125
1 2020-08-29 22,8660.53125
1 2020-08-29 23,8631.7607421875
1 2020-08-30 00,8611.7216796875
1 2020-08-30 01,8592.6357421875
1 2020-08-30 02,8580.111328125
1 2020-08-30 03,8561.23046875
1 2020-08-30 04,8550.998046875
1 2020-08-30 05,8519.7294921875
1 2020-08-30 06,8494.056640625
1 2020-08-30 07,8500.21875
1 2020-08-30 08,8511.724609375
1 2020-08-30 09,8537.1591796875
1 2020-08-30 10,8584.5859375
1 2020-08-30 11,8602.38671875
1 2020-08-30 12,8647.115234375
1 2020-08-30 13,8679.7236328125
1 2020-08-30 14,8709.005859375
1 2020-08-30 15,8725.802734375
1 2020-08-30 16,8723.8720703125
1 2020-08-30 17,8711.9501953125
1 2020-08-30 18,8689.4072265625
1 2020-08-30 19,8667.189453125
1 2020-08-30 20,8653.0751953125
1 2020-08-30 21,8632.763671875
1 2020-08-30 22,8620.4462890625
1 2020-08-30 23,8587.0927734375
1 2020-08-31 00,8593.8330078125
1 2020-08-31 01,8569.6201171875
1 2020-08-31 02,8552.951171875
1 2020-08-31 03,8539.6640625
1 2020-08-31 04,8512.8125
1 2020-08-31 05,8497.57421875
1 2020-08-31 06,8508.87890625
1 2020-08-31 07,8548.86328125
1 2020-08-31 08,8605.0810546875
1 2020-08-31 09,8664.1044921875
1 2020-08-31 10,8691.0166015625
1 2020-08-31 11,8707.5615234375
1 2020-08-31 12,8724.07421875
1 2020-08-31 13,8733.5322265625
1 2020-08-31 14,8761.8994140625
1 2020-08-31 15,8765.279296875
1 2020-08-31 16,8760.1123046875
1 2020-08-31 17,8753.287109375
1 2020-08-31 18,8724.48828125
1 2020-08-31 19,8703.751953125
1 2020-08-31 20,8698.0185546875
1 2020-08-31 21,8689.9697265625
1 2020-08-31 22,8700.708984375
1 2020-08-31 23,8688.3623046875
2 2020-08-25 00,1067.4527587890625
2 2020-08-25 01,1050.9693603515625
2 2020-08-25 02,1055.7144775390625
2 2020-08-25 03,1061.794921875
2 2020-08-25 04,1074.263916015625
2 2020-08-25 05,1022.846923828125
2 2020-08-25 06,1211.611572265625
2 2020-08-25 07,1581.705810546875
2 2020-08-25 08,2006.565673828125
2 2020-08-25 09,2107.087890625
2 2020-08-25 10,2134.1298828125
2 2020-08-25 11,2114.2763671875
2 2020-08-25 12,1991.6513671875
2 2020-08-25 13,1687.216796875
2 2020-08-25 14,1606.0311279296875
2 2020-08-25 15,1640.4735107421875
2 2020-08-25 16,1546.6256103515625
2 2020-08-25 17,1461.955078125
2 2020-08-25 18,1324.3656005859375
2 2020-08-25 19,1241.411376953125
2 2020-08-25 20,1213.7696533203125
2 2020-08-25 21,1189.103515625
2 2020-08-25 22,1117.18603515625
2 2020-08-25 23,1128.5223388671875
2 2020-08-26 00,1097.7142333984375
2 2020-08-26 01,1075.3809814453125
2 2020-08-26 02,1089.2286376953125
2 2020-08-26 03,1093.762451171875
2 2020-08-26 04,1110.12158203125
2 2020-08-26 05,1079.5147705078125
2 2020-08-26 06,1260.5101318359375
2 2020-08-26 07,1631.7659912109375
2 2020-08-26 08,1956.7587890625
2 2020-08-26 09,2038.4119873046875
2 2020-08-26 10,2071.3388671875
2 2020-08-26 11,2072.163818359375
2 2020-08-26 12,2048.7197265625
2 2020-08-26 13,2046.1407470703125
2 2020-08-26 14,2064.85888671875
2 2020-08-26 15,2059.85546875
2 2020-08-26 16,2036.553466796875
2 2020-08-26 17,1886.3585205078125
2 2020-08-26 18,1573.375732421875
2 2020-08-26 19,1344.394287109375
2 2020-08-26 20,1236.189208984375
2 2020-08-26 21,1193.1231689453125
2 2020-08-26 22,1125.3109130859375
2 2020-08-26 23,1121.796142578125
2 2020-08-27 00,1082.4306640625
2 2020-08-27 01,1083.2344970703125
2 2020-08-27 02,1078.660888671875
2 2020-08-27 03,1082.8392333984375
2 2020-08-27 04,1093.4090576171875
2 2020-08-27 05,1072.218505859375
2 2020-08-27 06,1255.5615234375
2 2020-08-27 07,1567.240478515625
2 2020-08-27 08,1899.5975341796875
2 2020-08-27 09,1955.72802734375
2 2020-08-27 10,1983.498779296875
2 2020-08-27 11,1953.0926513671875
2 2020-08-27 12,1911.4429931640625
2 2020-08-27 13,1954.568359375
2 2020-08-27 14,1977.1876220703125
2 2020-08-27 15,1976.39306640625
2 2020-08-27 16,1951.2080078125
2 2020-08-27 17,1815.535400390625
2 2020-08-27 18,1526.885986328125
2 2020-08-27 19,1314.6043701171875
2 2020-08-27 20,1220.453369140625
2 2020-08-27 21,1174.38525390625
2 2020-08-27 22,1105.0277099609375
2 2020-08-27 23,1111.0086669921875
2 2020-08-28 00,1070.0462646484375
2 2020-08-28 01,1057.679443359375
2 2020-08-28 02,1052.2412109375
2 2020-08-28 03,1050.4993896484375
2 2020-08-28 04,1058.6812744140625
2 2020-08-28 05,1034.87646484375
2 2020-08-28 06,1200.96044921875
2 2020-08-28 07,1499.8861083984375
2 2020-08-28 08,1856.36474609375
2 2020-08-28 09,1932.452880859375
2 2020-08-28 10,1974.5262451171875
2 2020-08-28 11,1986.3125
2 2020-08-28 12,1955.595458984375
2 2020-08-28 13,1979.3782958984375
2 2020-08-28 14,1968.931396484375
2 2020-08-28 15,1944.447265625
2 2020-08-28 16,1898.951904296875
2 2020-08-28 17,1756.3740234375
2 2020-08-28 18,1482.4310302734375
2 2020-08-28 19,1277.247802734375
2 2020-08-28 20,1194.0928955078125
2 2020-08-28 21,1147.9320068359375
2 2020-08-28 22,1093.634033203125
2 2020-08-28 23,1087.768310546875
2 2020-08-29 00,1070.109619140625
2 2020-08-29 01,1053.4283447265625
2 2020-08-29 02,1051.7598876953125
2 2020-08-29 03,1050.942138671875
2 2020-08-29 04,1050.9595947265625
2 2020-08-29 05,1023.583984375
2 2020-08-29 06,1075.4927978515625
2 2020-08-29 07,1102.9498291015625
2 2020-08-29 08,1168.14599609375
2 2020-08-29 09,1238.6566162109375
2 2020-08-29 10,1249.779052734375
2 2020-08-29 11,1233.06201171875
2 2020-08-29 12,1197.263427734375
2 2020-08-29 13,1172.6923828125
2 2020-08-29 14,1202.0855712890625
2 2020-08-29 15,1218.180419921875
2 2020-08-29 16,1193.3182373046875
2 2020-08-29 17,1165.5120849609375
2 2020-08-29 18,1169.802734375
2 2020-08-29 19,1154.6343994140625
2 2020-08-29 20,1156.54833984375
2 2020-08-29 21,1133.95947265625
2 2020-08-29 22,1087.72412109375
2 2020-08-29 23,1087.6263427734375
2 2020-08-30 00,1045.972900390625
2 2020-08-30 01,1020.1843872070312
2 2020-08-30 02,1027.419921875
2 2020-08-30 03,1024.3292236328125
2 2020-08-30 04,1027.4263916015625
2 2020-08-30 05,1012.192626953125
2 2020-08-30 06,1048.944580078125
2 2020-08-30 07,1089.0401611328125
2 2020-08-30 08,1130.246337890625
2 2020-08-30 09,1164.620849609375
2 2020-08-30 10,1228.91796875
2 2020-08-30 11,1202.1529541015625
2 2020-08-30 12,1161.632080078125
2 2020-08-30 13,1139.40771484375
2 2020-08-30 14,1173.82373046875
2 2020-08-30 15,1204.0316162109375
2 2020-08-30 16,1150.96240234375
2 2020-08-30 17,1133.4959716796875
2 2020-08-30 18,1136.61962890625
2 2020-08-30 19,1116.4593505859375
2 2020-08-30 20,1112.1849365234375
2 2020-08-30 21,1087.7071533203125
2 2020-08-30 22,1046.697021484375
2 2020-08-30 23,1054.5059814453125
2 2020-08-31 00,1032.1781005859375
2 2020-08-31 01,1010.9866943359375
2 2020-08-31 02,1009.69140625
2 2020-08-31 03,1010.838623046875
2 2020-08-31 04,1009.921630859375
2 2020-08-31 05,978.721435546875
2 2020-08-31 06,1161.3551025390625
2 2020-08-31 07,1432.4134521484375
2 2020-08-31 08,1857.091552734375
2 2020-08-31 09,1944.955322265625
2 2020-08-31 10,1950.287841796875
2 2020-08-31 11,1925.638671875
2 2020-08-31 12,1875.4097900390625
2 2020-08-31 13,1902.830078125
2 2020-08-31 14,1930.277099609375
2 2020-08-31 15,1939.56396484375
2 2020-08-31 16,1909.005126953125
2 2020-08-31 17,1745.47998046875
2 2020-08-31 18,1446.3023681640625
2 2020-08-31 19,1250.10205078125
2 2020-08-31 20,1168.9539794921875
2 2020-08-31 21,1120.5218505859375
2 2020-08-31 22,1075.7418212890625
2 2020-08-31 23,1079.951171875
3 2020-08-25 00,3454.7060546875
3 2020-08-25 01,3440.638427734375
3 2020-08-25 02,3433.406005859375
3 2020-08-25 03,3425.390380859375
3 2020-08-25 04,3422.6337890625
3 2020-08-25 05,3425.60546875
3 2020-08-25 06,3458.414794921875
3 2020-08-25 07,3491.785888671875
3 2020-08-25 08,3541.244140625
3 2020-08-25 09,3573.704345703125
3 2020-08-25 10,3575.270263671875
3 2020-08-25 11,3574.361083984375
3 2020-08-25 12,3554.38720703125
3 2020-08-25 13,3557.807373046875
3 2020-08-25 14,3558.469482421875
3 2020-08-25 15,3563.683837890625
3 2020-08-25 16,3564.6142578125
3 2020-08-25 17,3550.107666015625
3 2020-08-25 18,3519.559814453125
3 2020-08-25 19,3497.30908203125
3 2020-08-25 20,3491.794189453125
3 2020-08-25 21,3480.45458984375
3 2020-08-25 22,3480.419677734375
3 2020-08-25 23,3463.27880859375
3 2020-08-26 00,3465.641357421875
3 2020-08-26 01,3457.622802734375
3 2020-08-26 02,3450.356689453125
3 2020-08-26 03,3448.596435546875
3 2020-08-26 04,3445.051025390625
3 2020-08-26 05,3452.11865234375
3 2020-08-26 06,3479.057373046875
3 2020-08-26 07,3522.238525390625
3 2020-08-26 08,3562.64990234375
3 2020-08-26 09,3573.103759765625
3 2020-08-26 10,3573.74951171875
3 2020-08-26 11,3574.978515625
3 2020-08-26 12,3564.793701171875
3 2020-08-26 13,3571.531005859375
3 2020-08-26 14,3578.583740234375
3 2020-08-26 15,3585.3486328125
3 2020-08-26 16,3584.2060546875
3 2020-08-26 17,3568.365478515625
3 2020-08-26 18,3526.6640625
3 2020-08-26 19,3498.336181640625
3 2020-08-26 20,3492.117431640625
3 2020-08-26 21,3481.369873046875
3 2020-08-26 22,3483.14111328125
3 2020-08-26 23,3461.702392578125
3 2020-08-27 00,3450.923583984375
3 2020-08-27 01,3440.02978515625
3 2020-08-27 02,3435.19189453125
3 2020-08-27 03,3430.609375
3 2020-08-27 04,3434.99951171875
3 2020-08-27 05,3444.009521484375
3 2020-08-27 06,3475.6796875
3 2020-08-27 07,3516.346923828125
3 2020-08-27 08,3562.853515625
3 2020-08-27 09,3579.161376953125
3 2020-08-27 10,3586.744873046875
3 2020-08-27 11,3594.854248046875
3 2020-08-27 12,3593.38916015625
3 2020-08-27 13,3602.666748046875
3 2020-08-27 14,3602.140380859375
3 2020-08-27 15,3598.052001953125
3 2020-08-27 16,3594.4287109375
3 2020-08-27 17,3578.44873046875
3 2020-08-27 18,3514.415771484375
3 2020-08-27 19,3475.385498046875
3 2020-08-27 20,3476.4228515625
3 2020-08-27 21,3464.788330078125
3 2020-08-27 22,3466.28955078125
3 2020-08-27 23,3435.557861328125
3 2020-08-28 00,3440.970947265625
3 2020-08-28 01,3433.052978515625
3 2020-08-28 02,3430.758544921875
3 2020-08-28 03,3430.98876953125
3 2020-08-28 04,3429.958740234375
3 2020-08-28 05,3437.9267578125
3 2020-08-28 06,3469.499267578125
3 2020-08-28 07,3510.583251953125
3 2020-08-28 08,3563.134765625
3 2020-08-28 09,3585.719482421875
3 2020-08-28 10,3595.42626953125
3 2020-08-28 11,3602.572265625
3 2020-08-28 12,3597.92431640625
3 2020-08-28 13,3601.6240234375
3 2020-08-28 14,3599.86767578125
3 2020-08-28 15,3597.259765625
3 2020-08-28 16,3589.62109375
3 2020-08-28 17,3571.43017578125
3 2020-08-28 18,3525.513427734375
3 2020-08-28 19,3490.815673828125
3 2020-08-28 20,3479.802001953125
3 2020-08-28 21,3457.40087890625
3 2020-08-28 22,3461.51904296875
3 2020-08-28 23,3446.621826171875
3 2020-08-29 00,3430.992919921875
3 2020-08-29 01,3425.267333984375
3 2020-08-29 02,3422.551025390625
3 2020-08-29 03,3420.190185546875
3 2020-08-29 04,3416.77294921875
3 2020-08-29 05,3416.573974609375
3 2020-08-29 06,3423.2099609375
3 2020-08-29 07,3437.590576171875
3 2020-08-29 08,3449.999267578125
3 2020-08-29 09,3450.875732421875
3 2020-08-29 10,3444.025634765625
3 2020-08-29 11,3443.53955078125
3 2020-08-29 12,3445.17431640625
3 2020-08-29 13,3455.771240234375
3 2020-08-29 14,3458.20263671875
3 2020-08-29 15,3461.27001953125
3 2020-08-29 16,3453.432861328125
3 2020-08-29 17,3444.023193359375
3 2020-08-29 18,3433.29443359375
3 2020-08-29 19,3428.35986328125
3 2020-08-29 20,3432.48876953125
3 2020-08-29 21,3422.540771484375
3 2020-08-29 22,3424.268798828125
3 2020-08-29 23,3420.50732421875
3 2020-08-30 00,3408.781982421875
3 2020-08-30 01,3403.375732421875
3 2020-08-30 02,3402.305908203125
3 2020-08-30 03,3400.164794921875
3 2020-08-30 04,3399.206298828125
3 2020-08-30 05,3395.93994140625
3 2020-08-30 06,3394.016845703125
3 2020-08-30 07,3396.92431640625
3 2020-08-30 08,3402.396728515625
3 2020-08-30 09,3406.456787109375
3 2020-08-30 10,3419.376953125
3 2020-08-30 11,3423.4404296875
3 2020-08-30 12,3433.92626953125
3 2020-08-30 13,3452.302001953125
3 2020-08-30 14,3458.320556640625
3 2020-08-30 15,3465.370849609375
3 2020-08-30 16,3463.4736328125
3 2020-08-30 17,3454.852783203125
3 2020-08-30 18,3441.387939453125
3 2020-08-30 19,3426.986328125
3 2020-08-30 20,3412.32958984375
3 2020-08-30 21,3408.103271484375
3 2020-08-30 22,3407.125244140625
3 2020-08-30 23,3407.943603515625
3 2020-08-31 00,3440.7578125
3 2020-08-31 01,3430.934326171875
3 2020-08-31 02,3426.206298828125
3 2020-08-31 03,3419.681396484375
3 2020-08-31 04,3418.304443359375
3 2020-08-31 05,3417.736083984375
3 2020-08-31 06,3436.07275390625
3 2020-08-31 07,3473.492919921875
3 2020-08-31 08,3524.426025390625
3 2020-08-31 09,3571.36083984375
3 2020-08-31 10,3593.277099609375
3 2020-08-31 11,3596.973388671875
3 2020-08-31 12,3591.4140625
3 2020-08-31 13,3601.147705078125
3 2020-08-31 14,3602.031005859375
3 2020-08-31 15,3597.853271484375
3 2020-08-31 16,3596.766357421875
3 2020-08-31 17,3582.7978515625
3 2020-08-31 18,3539.080322265625
3 2020-08-31 19,3497.083740234375
3 2020-08-31 20,3487.043701171875
3 2020-08-31 21,3474.640380859375
3 2020-08-31 22,3475.096435546875
3 2020-08-31 23,3460.622314453125
4 2020-08-25 00,460.040283203125
4 2020-08-25 01,444.0674743652344
4 2020-08-25 02,425.43121337890625
4 2020-08-25 03,411.59588623046875
4 2020-08-25 04,401.44879150390625
4 2020-08-25 05,389.04193115234375
4 2020-08-25 06,392.61376953125
4 2020-08-25 07,431.9082946777344
4 2020-08-25 08,898.4359130859375
4 2020-08-25 09,1299.6785888671875
4 2020-08-25 10,1440.3082275390625
4 2020-08-25 11,1692.79345703125
4 2020-08-25 12,1793.0137939453125
4 2020-08-25 13,1756.61083984375
4 2020-08-25 14,1652.367431640625
4 2020-08-25 15,1649.414794921875
4 2020-08-25 16,1626.6826171875
4 2020-08-25 17,1610.484619140625
4 2020-08-25 18,1081.0343017578125
4 2020-08-25 19,945.3163452148438
4 2020-08-25 20,705.221435546875
4 2020-08-25 21,599.7811889648438
4 2020-08-25 22,494.8953552246094
4 2020-08-25 23,496.52069091796875
4 2020-08-26 00,480.308837890625
4 2020-08-26 01,462.9227294921875
4 2020-08-26 02,448.0924072265625
4 2020-08-26 03,439.84564208984375
4 2020-08-26 04,427.5889892578125
4 2020-08-26 05,418.0107421875
4 2020-08-26 06,421.20306396484375
4 2020-08-26 07,469.7481384277344
4 2020-08-26 08,946.0033569335938
4 2020-08-26 09,1364.197998046875
4 2020-08-26 10,1553.283447265625
4 2020-08-26 11,1763.3389892578125
4 2020-08-26 12,1869.739013671875
4 2020-08-26 13,1859.8934326171875
4 2020-08-26 14,1808.461181640625
4 2020-08-26 15,1775.91455078125
4 2020-08-26 16,1828.8721923828125
4 2020-08-26 17,1703.34375
4 2020-08-26 18,1196.18115234375
4 2020-08-26 19,1044.8675537109375
4 2020-08-26 20,785.6336669921875
4 2020-08-26 21,618.2515869140625
4 2020-08-26 22,524.5628662109375
4 2020-08-26 23,521.4493408203125
4 2020-08-27 00,512.7159423828125
4 2020-08-27 01,495.8026428222656
4 2020-08-27 02,474.27874755859375
4 2020-08-27 03,462.43585205078125
4 2020-08-27 04,450.2996826171875
4 2020-08-27 05,442.39801025390625
4 2020-08-27 06,446.81597900390625
4 2020-08-27 07,481.12017822265625
4 2020-08-27 08,962.4988403320312
4 2020-08-27 09,1378.7137451171875
4 2020-08-27 10,1595.0340576171875
4 2020-08-27 11,1773.725830078125
4 2020-08-27 12,1881.92578125
4 2020-08-27 13,1903.3372802734375
4 2020-08-27 14,1895.54345703125
4 2020-08-27 15,1861.199951171875
4 2020-08-27 16,1879.82861328125
4 2020-08-27 17,1760.3272705078125
4 2020-08-27 18,1254.8026123046875
4 2020-08-27 19,1079.3411865234375
4 2020-08-27 20,819.1336059570312
4 2020-08-27 21,634.1260986328125
4 2020-08-27 22,533.82421875
4 2020-08-27 23,540.0843505859375
4 2020-08-28 00,532.3023681640625
4 2020-08-28 01,515.47265625
4 2020-08-28 02,496.72845458984375
4 2020-08-28 03,487.88128662109375
4 2020-08-28 04,473.5650634765625
4 2020-08-28 05,464.3040771484375
4 2020-08-28 06,467.21490478515625
4 2020-08-28 07,502.015380859375
4 2020-08-28 08,988.450927734375
4 2020-08-28 09,1438.3043212890625
4 2020-08-28 10,1662.8590087890625
4 2020-08-28 11,1863.34619140625
4 2020-08-28 12,1943.607421875
4 2020-08-28 13,1976.97412109375
4 2020-08-28 14,1999.390625
4 2020-08-28 15,1993.8677978515625
4 2020-08-28 16,2014.923583984375
4 2020-08-28 17,1845.139892578125
4 2020-08-28 18,1377.689208984375
4 2020-08-28 19,1262.09033203125
4 2020-08-28 20,940.9613647460938
4 2020-08-28 21,693.8685913085938
4 2020-08-28 22,581.5431518554688
4 2020-08-28 23,573.2840576171875
4 2020-08-29 00,534.935546875
4 2020-08-29 01,521.0245361328125
4 2020-08-29 02,507.32867431640625
4 2020-08-29 03,496.98480224609375
4 2020-08-29 04,482.75433349609375
4 2020-08-29 05,470.20684814453125
4 2020-08-29 06,474.709228515625
4 2020-08-29 07,506.0987548828125
4 2020-08-29 08,969.4715576171875
4 2020-08-29 09,1389.908203125
4 2020-08-29 10,1575.013671875
4 2020-08-29 11,1837.5216064453125
4 2020-08-29 12,1892.458251953125
4 2020-08-29 13,1925.567626953125
4 2020-08-29 14,1832.7225341796875
4 2020-08-29 15,1862.39208984375
4 2020-08-29 16,1862.8355712890625
4 2020-08-29 17,1768.1370849609375
4 2020-08-29 18,1310.6317138671875
4 2020-08-29 19,1208.106201171875
4 2020-08-29 20,899.667236328125
4 2020-08-29 21,668.494384765625
4 2020-08-29 22,574.8569946289062
4 2020-08-29 23,575.3048706054688
4 2020-08-30 00,526.4027099609375
4 2020-08-30 01,512.6536865234375
4 2020-08-30 02,499.3097229003906
4 2020-08-30 03,485.9939270019531
4 2020-08-30 04,474.22430419921875
4 2020-08-30 05,455.7366943359375
4 2020-08-30 06,460.72308349609375
4 2020-08-30 07,491.58099365234375
4 2020-08-30 08,852.5115966796875
4 2020-08-30 09,1205.403076171875
4 2020-08-30 10,1418.777099609375
4 2020-08-30 11,1579.51953125
4 2020-08-30 12,1634.5894775390625
4 2020-08-30 13,1606.747314453125
4 2020-08-30 14,1584.00537109375
4 2020-08-30 15,1576.477294921875
4 2020-08-30 16,1580.263916015625
4 2020-08-30 17,1552.6595458984375
4 2020-08-30 18,1191.5853271484375
4 2020-08-30 19,1073.4923095703125
4 2020-08-30 20,852.3988037109375
4 2020-08-30 21,645.66015625
4 2020-08-30 22,568.424560546875
4 2020-08-30 23,555.0721435546875
4 2020-08-31 00,530.5731201171875
4 2020-08-31 01,516.3047485351562
4 2020-08-31 02,499.1675720214844
4 2020-08-31 03,483.7228088378906
4 2020-08-31 04,477.76055908203125
4 2020-08-31 05,470.2164306640625
4 2020-08-31 06,469.1348876953125
4 2020-08-31 07,494.5988464355469
4 2020-08-31 08,807.0189819335938
4 2020-08-31 09,1200.9970703125
4 2020-08-31 10,1465.9990234375
4 2020-08-31 11,1578.29638671875
4 2020-08-31 12,1633.50830078125
4 2020-08-31 13,1580.8255615234375
4 2020-08-31 14,1551.21875
4 2020-08-31 15,1524.4580078125
4 2020-08-31 16,1497.36865234375
4 2020-08-31 17,1453.1070556640625
4 2020-08-31 18,1163.3787841796875
4 2020-08-31 19,870.2579956054688
4 2020-08-31 20,709.3308715820312
4 2020-08-31 21,606.11328125
4 2020-08-31 22,526.354248046875
4 2020-08-31 23,554.212646484375
5 2020-08-25 00,3360.625244140625
5 2020-08-25 01,3271.711669921875
5 2020-08-25 02,3231.6796875
5 2020-08-25 03,3141.157470703125
5 2020-08-25 04,3069.113037109375
5 2020-08-25 05,2855.4609375
5 2020-08-25 06,2735.712646484375
5 2020-08-25 07,2660.270751953125
5 2020-08-25 08,2818.32666015625
5 2020-08-25 09,2968.04833984375
5 2020-08-25 10,3065.0009765625
5 2020-08-25 11,3131.9658203125
5 2020-08-25 12,3146.471923828125
5 2020-08-25 13,3136.239990234375
5 2020-08-25 14,3126.46484375
5 2020-08-25 15,3033.564453125
5 2020-08-25 16,2992.54541015625
5 2020-08-25 17,3004.62451171875
5 2020-08-25 18,2986.9931640625
5 2020-08-25 19,3147.2890625
5 2020-08-25 20,3290.109619140625
5 2020-08-25 21,3374.9970703125
5 2020-08-25 22,3321.243896484375
5 2020-08-25 23,3344.33251953125
5 2020-08-26 00,3231.8017578125
5 2020-08-26 01,3227.68896484375
5 2020-08-26 02,3226.465087890625
5 2020-08-26 03,3179.5029296875
5 2020-08-26 04,3154.26416015625
5 2020-08-26 05,3020.240966796875
5 2020-08-26 06,2956.4912109375
5 2020-08-26 07,2861.55126953125
5 2020-08-26 08,2967.72216796875
5 2020-08-26 09,3056.236572265625
5 2020-08-26 10,3117.398193359375
5 2020-08-26 11,3150.240234375
5 2020-08-26 12,3161.239501953125
5 2020-08-26 13,3152.156982421875
5 2020-08-26 14,3131.24365234375
5 2020-08-26 15,3025.1904296875
5 2020-08-26 16,2996.489501953125
5 2020-08-26 17,3019.656982421875
5 2020-08-26 18,3012.42822265625
5 2020-08-26 19,3251.10888671875
5 2020-08-26 20,3399.847900390625
5 2020-08-26 21,3427.1513671875
5 2020-08-26 22,3389.2978515625
5 2020-08-26 23,3397.990966796875
5 2020-08-27 00,3410.886962890625
5 2020-08-27 01,3354.3544921875
5 2020-08-27 02,3327.91064453125
5 2020-08-27 03,3289.828857421875
5 2020-08-27 04,3230.988037109375
5 2020-08-27 05,3119.78076171875
5 2020-08-27 06,3014.88134765625
5 2020-08-27 07,2897.640625
5 2020-08-27 08,2947.33642578125
5 2020-08-27 09,3000.076416015625
5 2020-08-27 10,3037.90380859375
5 2020-08-27 11,3056.53271484375
5 2020-08-27 12,3073.492919921875
5 2020-08-27 13,3077.177490234375
5 2020-08-27 14,3065.77001953125
5 2020-08-27 15,2988.979736328125
5 2020-08-27 16,2978.43310546875
5 2020-08-27 17,3009.677490234375
5 2020-08-27 18,3004.02490234375
