num_date_time,answer
1 2020-08-27 11,8762.0771484375
1 2020-08-27 12,8755.947265625
1 2020-08-27 13,8784.8408203125
1 2020-08-27 14,8801.1220703125
1 2020-08-27 15,8807.345703125
1 2020-08-27 16,8794.0703125
1 2020-08-27 17,8767.64453125
1 2020-08-27 18,8720.1279296875
1 2020-08-27 19,8697.0234375
1 2020-08-27 20,8695.3701171875
1 2020-08-27 21,8683.5419921875
1 2020-08-27 22,8682.1123046875
1 2020-08-27 23,8666.498046875
1 2020-08-28 00,8669.5107421875
1 2020-08-28 01,8648.0615234375
1 2020-08-28 02,8637.78125
1 2020-08-28 03,8620.2666015625
1 2020-08-28 04,8597.72265625
1 2020-08-28 05,8562.3203125
1 2020-08-28 06,8532.4814453125
1 2020-08-28 07,8583.724609375
1 2020-08-28 08,8626.765625
1 2020-08-28 09,8720.6337890625
1 2020-08-28 10,8766.2099609375
1 2020-08-28 11,8793.30859375
1 2020-08-28 12,8810.9716796875
1 2020-08-28 13,8818.9609375
1 2020-08-28 14,8824.1962890625
1 2020-08-28 15,8817.4716796875
1 2020-08-28 16,8812.1337890625
1 2020-08-28 17,8797.6474609375
1 2020-08-28 18,8766.47265625
1 2020-08-28 19,8724.9892578125
1 2020-08-28 20,8704.349609375
1 2020-08-28 21,8679.8232421875
1 2020-08-28 22,8677.2802734375
1 2020-08-28 23,8661.8232421875
1 2020-08-29 00,8639.7236328125
1 2020-08-29 01,8629.38671875
1 2020-08-29 02,8629.83984375
1 2020-08-29 03,8620.2900390625
1 2020-08-29 04,8613.162109375
1 2020-08-29 05,8595.94921875
1 2020-08-29 06,8585.7802734375
1 2020-08-29 07,8611.580078125
1 2020-08-29 08,8622.2060546875
1 2020-08-29 09,8657.3359375
1 2020-08-29 10,8665.376953125
1 2020-08-29 11,8666.3369140625
1 2020-08-29 12,8663.595703125
1 2020-08-29 13,8698.9716796875
1 2020-08-29 14,8719.9453125
1 2020-08-29 15,8733.81640625
1 2020-08-29 16,8731.978515625
1 2020-08-29 17,8720.697265625
1 2020-08-29 18,8706.650390625
1 2020-08-29 19,8691.20703125
1 2020-08-29 20,8683.5517578125
1 2020-08-29 21,8652.6689453125
1 2020-08-29 22,8660.4052734375
1 2020-08-29 23,8631.9873046875
1 2020-08-30 00,8612.0107421875
1 2020-08-30 01,8593.01171875
1 2020-08-30 02,8580.5791015625
1 2020-08-30 03,8561.841796875
1 2020-08-30 04,8551.6826171875
1 2020-08-30 05,8520.6611328125
1 2020-08-30 06,8495.390625
1 2020-08-30 07,8501.564453125
1 2020-08-30 08,8512.9775390625
1 2020-08-30 09,8538.419921875
1 2020-08-30 10,8585.2177734375
1 2020-08-30 11,8602.9267578125
1 2020-08-30 12,8647.0751953125
1 2020-08-30 13,8679.736328125
1 2020-08-30 14,8708.5029296875
1 2020-08-30 15,8725.0
1 2020-08-30 16,8723.0419921875
1 2020-08-30 17,8711.2080078125
1 2020-08-30 18,8688.8291015625
1 2020-08-30 19,8666.8388671875
1 2020-08-30 20,8652.80859375
1 2020-08-30 21,8632.68359375
1 2020-08-30 22,8620.4970703125
1 2020-08-30 23,8587.419921875
1 2020-08-31 00,8594.3837890625
1 2020-08-31 01,8570.4189453125
1 2020-08-31 02,8553.71484375
1 2020-08-31 03,8540.6982421875
1 2020-08-31 04,8514.314453125
1 2020-08-31 05,8499.46875
1 2020-08-31 06,8510.69921875
1 2020-08-31 07,8550.0625
1 2020-08-31 08,8605.4443359375
1 2020-08-31 09,8663.5576171875
1 2020-08-31 10,8690.0185546875
1 2020-08-31 11,8706.3408203125
1 2020-08-31 12,8722.8740234375
1 2020-08-31 13,8732.029296875
1 2020-08-31 14,8760.142578125
1 2020-08-31 15,8763.5654296875
1 2020-08-31 16,8758.369140625
1 2020-08-31 17,8751.7666015625
1 2020-08-31 18,8723.4169921875
1 2020-08-31 19,8703.0283203125
1 2020-08-31 20,8697.4111328125
1 2020-08-31 21,8689.5341796875
1 2020-08-31 22,8699.90234375
1 2020-08-31 23,8687.728515625
2 2020-08-25 00,1064.8216552734375
2 2020-08-25 01,1047.749267578125
2 2020-08-25 02,1052.9002685546875
2 2020-08-25 03,1058.593505859375
2 2020-08-25 04,1070.9217529296875
2 2020-08-25 05,1019.025390625
2 2020-08-25 06,1208.6942138671875
2 2020-08-25 07,1577.44140625
2 2020-08-25 08,2000.293701171875
2 2020-08-25 09,2100.301513671875
2 2020-08-25 10,2127.623779296875
2 2020-08-25 11,2108.3427734375
2 2020-08-25 12,1985.4739990234375
2 2020-08-25 13,1682.628662109375
2 2020-08-25 14,1601.484130859375
2 2020-08-25 15,1636.3607177734375
2 2020-08-25 16,1542.406494140625
2 2020-08-25 17,1457.771240234375
2 2020-08-25 18,1320.470703125
2 2020-08-25 19,1238.1390380859375
2 2020-08-25 20,1210.5478515625
2 2020-08-25 21,1185.533447265625
2 2020-08-25 22,1113.8355712890625
2 2020-08-25 23,1124.9285888671875
2 2020-08-26 00,1095.751953125
2 2020-08-26 01,1072.802001953125
2 2020-08-26 02,1087.294677734375
2 2020-08-26 03,1091.7958984375
2 2020-08-26 04,1107.553466796875
2 2020-08-26 05,1076.9482421875
2 2020-08-26 06,1257.0487060546875
2 2020-08-26 07,1626.3160400390625
2 2020-08-26 08,1949.7646484375
2 2020-08-26 09,2030.985107421875
2 2020-08-26 10,2064.030517578125
2 2020-08-26 11,2065.168701171875
2 2020-08-26 12,2041.977294921875
2 2020-08-26 13,2039.603759765625
2 2020-08-26 14,2058.008544921875
2 2020-08-26 15,2052.97412109375
2 2020-08-26 16,2029.620361328125
2 2020-08-26 17,1880.498779296875
2 2020-08-26 18,1568.200439453125
2 2020-08-26 19,1340.385498046875
2 2020-08-26 20,1232.9251708984375
2 2020-08-26 21,1189.44970703125
2 2020-08-26 22,1121.80029296875
2 2020-08-26 23,1118.0570068359375
2 2020-08-27 00,1079.952880859375
2 2020-08-27 01,1080.3912353515625
2 2020-08-27 02,1076.2828369140625
2 2020-08-27 03,1080.5943603515625
2 2020-08-27 04,1090.63232421875
2 2020-08-27 05,1069.448974609375
2 2020-08-27 06,1251.43212890625
2 2020-08-27 07,1560.9345703125
2 2020-08-27 08,1891.5106201171875
2 2020-08-27 09,1947.27685546875
2 2020-08-27 10,1975.126708984375
2 2020-08-27 11,1945.068359375
2 2020-08-27 12,1903.910888671875
2 2020-08-27 13,1947.2113037109375
2 2020-08-27 14,1969.44677734375
2 2020-08-27 15,1968.70068359375
2 2020-08-27 16,1943.24072265625
2 2020-08-27 17,1809.066162109375
2 2020-08-27 18,1521.11181640625
2 2020-08-27 19,1310.1888427734375
2 2020-08-27 20,1216.28564453125
2 2020-08-27 21,1170.29541015625
2 2020-08-27 22,1101.4017333984375
2 2020-08-27 23,1107.0457763671875
2 2020-08-28 00,1066.772216796875
2 2020-08-28 01,1053.98779296875
2 2020-08-28 02,1049.11767578125
2 2020-08-28 03,1047.3125
2 2020-08-28 04,1055.1622314453125
2 2020-08-28 05,1031.121337890625
2 2020-08-28 06,1195.42822265625
2 2020-08-28 07,1491.682373046875
2 2020-08-28 08,1846.0009765625
2 2020-08-28 09,1921.33984375
2 2020-08-28 10,1963.202392578125
2 2020-08-28 11,1974.83056640625
2 2020-08-28 12,1943.68896484375
2 2020-08-28 13,1967.453125
2 2020-08-28 14,1957.056396484375
2 2020-08-28 15,1932.830810546875
2 2020-08-28 16,1887.6844482421875
2 2020-08-28 17,1746.3778076171875
2 2020-08-28 18,1474.2655029296875
2 2020-08-28 19,1271.2242431640625
2 2020-08-28 20,1189.478515625
2 2020-08-28 21,1143.37451171875
2 2020-08-28 22,1089.2919921875
2 2020-08-28 23,1083.8070068359375
2 2020-08-29 00,1067.14599609375
2 2020-08-29 01,1050.07568359375
2 2020-08-29 02,1048.847412109375
2 2020-08-29 03,1047.8968505859375
2 2020-08-29 04,1047.59912109375
2 2020-08-29 05,1020.3726196289062
2 2020-08-29 06,1072.4239501953125
2 2020-08-29 07,1099.2430419921875
2 2020-08-29 08,1164.3521728515625
2 2020-08-29 09,1234.3572998046875
2 2020-08-29 10,1245.238037109375
2 2020-08-29 11,1228.7308349609375
2 2020-08-29 12,1193.077392578125
2 2020-08-29 13,1168.4219970703125
2 2020-08-29 14,1197.579833984375
2 2020-08-29 15,1213.4046630859375
2 2020-08-29 16,1189.1171875
2 2020-08-29 17,1161.4114990234375
2 2020-08-29 18,1165.5672607421875
2 2020-08-29 19,1150.551025390625
2 2020-08-29 20,1152.7017822265625
2 2020-08-29 21,1130.1893310546875
2 2020-08-29 22,1083.6593017578125
2 2020-08-29 23,1084.158447265625
2 2020-08-30 00,1042.6019287109375
2 2020-08-30 01,1016.5799560546875
2 2020-08-30 02,1024.03857421875
2 2020-08-30 03,1020.910400390625
2 2020-08-30 04,1023.7342529296875
2 2020-08-30 05,1008.5616455078125
2 2020-08-30 06,1045.53271484375
2 2020-08-30 07,1085.1085205078125
2 2020-08-30 08,1126.3514404296875
2 2020-08-30 09,1160.406005859375
2 2020-08-30 10,1224.2117919921875
2 2020-08-30 11,1197.6956787109375
2 2020-08-30 12,1157.30322265625
2 2020-08-30 13,1135.1693115234375
2 2020-08-30 14,1169.344970703125
2 2020-08-30 15,1198.9971923828125
2 2020-08-30 16,1146.7099609375
2 2020-08-30 17,1129.189208984375
2 2020-08-30 18,1132.15087890625
2 2020-08-30 19,1112.33154296875
2 2020-08-30 20,1108.1416015625
2 2020-08-30 21,1083.816162109375
2 2020-08-30 22,1042.59912109375
2 2020-08-30 23,1050.6800537109375
2 2020-08-31 00,1028.275146484375
2 2020-08-31 01,1006.7223510742188
2 2020-08-31 02,1005.74755859375
2 2020-08-31 03,1006.8203125
2 2020-08-31 04,1005.6234130859375
2 2020-08-31 05,974.5687255859375
2 2020-08-31 06,1156.247314453125
2 2020-08-31 07,1423.3092041015625
2 2020-08-31 08,1845.420654296875
2 2020-08-31 09,1932.1796875
2 2020-08-31 10,1937.7568359375
2 2020-08-31 11,1912.825439453125
2 2020-08-31 12,1862.894287109375
2 2020-08-31 13,1889.9251708984375
2 2020-08-31 14,1917.37255859375
2 2020-08-31 15,1926.908447265625
2 2020-08-31 16,1896.9871826171875
2 2020-08-31 17,1734.29736328125
2 2020-08-31 18,1437.478759765625
2 2020-08-31 19,1244.0010986328125
2 2020-08-31 20,1163.481201171875
2 2020-08-31 21,1115.1484375
2 2020-08-31 22,1069.9588623046875
2 2020-08-31 23,1074.7939453125
3 2020-08-25 00,3450.289794921875
3 2020-08-25 01,3437.48828125
3 2020-08-25 02,3427.191162109375
3 2020-08-25 03,3418.4150390625
3 2020-08-25 04,3416.93408203125
3 2020-08-25 05,3420.518798828125
3 2020-08-25 06,3459.9072265625
3 2020-08-25 07,3496.656005859375
3 2020-08-25 08,3548.98681640625
3 2020-08-25 09,3578.904296875
3 2020-08-25 10,3579.53564453125
3 2020-08-25 11,3577.579345703125
3 2020-08-25 12,3555.642578125
3 2020-08-25 13,3557.849365234375
3 2020-08-25 14,3557.598388671875
3 2020-08-25 15,3562.1689453125
3 2020-08-25 16,3562.95947265625
3 2020-08-25 17,3548.13916015625
3 2020-08-25 18,3517.309326171875
3 2020-08-25 19,3495.149169921875
3 2020-08-25 20,3490.28564453125
3 2020-08-25 21,3479.029052734375
3 2020-08-25 22,3479.65087890625
3 2020-08-25 23,3461.8056640625
3 2020-08-26 00,3463.611083984375
3 2020-08-26 01,3455.38623046875
3 2020-08-26 02,3447.843505859375
3 2020-08-26 03,3446.022216796875
3 2020-08-26 04,3442.27880859375
3 2020-08-26 05,3449.4111328125
3 2020-08-26 06,3476.514892578125
3 2020-08-26 07,3519.3359375
3 2020-08-26 08,3559.81787109375
3 2020-08-26 09,3570.35107421875
3 2020-08-26 10,3571.01953125
3 2020-08-26 11,3572.305908203125
3 2020-08-26 12,3562.182373046875
3 2020-08-26 13,3568.942626953125
3 2020-08-26 14,3576.06982421875
3 2020-08-26 15,3582.86181640625
3 2020-08-26 16,3581.63818359375
3 2020-08-26 17,3565.722412109375
3 2020-08-26 18,3523.9921875
3 2020-08-26 19,3495.76220703125
3 2020-08-26 20,3489.537841796875
3 2020-08-26 21,3478.723388671875
3 2020-08-26 22,3480.4970703125
3 2020-08-26 23,3458.94775390625
3 2020-08-27 00,3447.822509765625
3 2020-08-27 01,3436.851318359375
3 2020-08-27 02,3431.943359375
3 2020-08-27 03,3427.306884765625
3 2020-08-27 04,3431.67333984375
3 2020-08-27 05,3440.646728515625
3 2020-08-27 06,3472.15283203125
3 2020-08-27 07,3512.699951171875
3 2020-08-27 08,3558.86669921875
3 2020-08-27 09,3575.490234375
3 2020-08-27 10,3583.12744140625
3 2020-08-27 11,3591.270751953125
3 2020-08-27 12,3590.013427734375
3 2020-08-27 13,3599.19775390625
3 2020-08-27 14,3598.6982421875
3 2020-08-27 15,3594.6201171875
3 2020-08-27 16,3590.892333984375
3 2020-08-27 17,3574.968505859375
3 2020-08-27 18,3511.12109375
3 2020-08-27 19,3472.12744140625
3 2020-08-27 20,3473.105712890625
3 2020-08-27 21,3461.08251953125
3 2020-08-27 22,3462.650390625
3 2020-08-27 23,3432.219970703125
3 2020-08-28 00,3437.198974609375
3 2020-08-28 01,3429.30419921875
3 2020-08-28 02,3427.00830078125
3 2020-08-28 03,3427.1865234375
3 2020-08-28 04,3426.18115234375
3 2020-08-28 05,3434.062744140625
3 2020-08-28 06,3465.46240234375
3 2020-08-28 07,3506.5927734375
3 2020-08-28 08,3558.40478515625
3 2020-08-28 09,3581.419189453125
3 2020-08-28 10,3591.249755859375
3 2020-08-28 11,3598.4658203125
3 2020-08-28 12,3593.9462890625
3 2020-08-28 13,3597.643798828125
3 2020-08-28 14,3595.946044921875
3 2020-08-28 15,3593.3427734375
3 2020-08-28 16,3585.64501953125
3 2020-08-28 17,3567.482666015625
3 2020-08-28 18,3521.644775390625
3 2020-08-28 19,3486.929931640625
3 2020-08-28 20,3475.928955078125
3 2020-08-28 21,3453.523193359375
3 2020-08-28 22,3457.65673828125
3 2020-08-28 23,3442.8427734375
3 2020-08-29 00,3426.8564453125
3 2020-08-29 01,3421.192626953125
3 2020-08-29 02,3418.4912109375
3 2020-08-29 03,3416.12109375
3 2020-08-29 04,3412.71533203125
3 2020-08-29 05,3412.412353515625
3 2020-08-29 06,3418.83740234375
3 2020-08-29 07,3433.275634765625
3 2020-08-29 08,3445.6103515625
3 2020-08-29 09,3446.49169921875
3 2020-08-29 10,3439.77197265625
3 2020-08-29 11,3439.353271484375
3 2020-08-29 12,3441.11572265625
3 2020-08-29 13,3451.79052734375
3 2020-08-29 14,3454.361572265625
3 2020-08-29 15,3457.40869140625
3 2020-08-29 16,3449.569580078125
3 2020-08-29 17,3440.10498046875
3 2020-08-29 18,3429.32958984375
3 2020-08-29 19,3424.3876953125
3 2020-08-29 20,3428.4873046875
3 2020-08-29 21,3418.47900390625
3 2020-08-29 22,3420.141845703125
3 2020-08-29 23,3416.26416015625
3 2020-08-30 00,3403.958740234375
3 2020-08-30 01,3398.654296875
3 2020-08-30 02,3397.635498046875
3 2020-08-30 03,3395.481689453125
3 2020-08-30 04,3394.5771484375
3 2020-08-30 05,3391.39306640625
3 2020-08-30 06,3389.653564453125
3 2020-08-30 07,3392.717041015625
3 2020-08-30 08,3398.40087890625
3 2020-08-30 09,3402.355224609375
3 2020-08-30 10,3415.335693359375
3 2020-08-30 11,3419.404296875
3 2020-08-30 12,3429.931640625
3 2020-08-30 13,3448.04931640625
3 2020-08-30 14,3454.041015625
3 2020-08-30 15,3461.119140625
3 2020-08-30 16,3459.243896484375
3 2020-08-30 17,3450.65625
3 2020-08-30 18,3437.23486328125
3 2020-08-30 19,3422.881103515625
3 2020-08-30 20,3408.251953125
3 2020-08-30 21,3403.683349609375
3 2020-08-30 22,3402.65087890625
3 2020-08-30 23,3403.381103515625
3 2020-08-31 00,3435.592041015625
3 2020-08-31 01,3425.256103515625
3 2020-08-31 02,3420.537109375
3 2020-08-31 03,3413.89208984375
3 2020-08-31 04,3412.569580078125
3 2020-08-31 05,3412.21728515625
3 2020-08-31 06,3430.978271484375
3 2020-08-31 07,3468.21142578125
3 2020-08-31 08,3519.476318359375
3 2020-08-31 09,3566.5146484375
3 2020-08-31 10,3589.154541015625
3 2020-08-31 11,3593.299560546875
3 2020-08-31 12,3587.673583984375
3 2020-08-31 13,3597.5859375
3 2020-08-31 14,3598.411865234375
3 2020-08-31 15,3594.17529296875
3 2020-08-31 16,3593.00439453125
3 2020-08-31 17,3578.78125
3 2020-08-31 18,3534.52783203125
3 2020-08-31 19,3492.3330078125
3 2020-08-31 20,3482.1552734375
3 2020-08-31 21,3469.467041015625
3 2020-08-31 22,3470.025634765625
3 2020-08-31 23,3455.11083984375
4 2020-08-25 00,483.7201232910156
4 2020-08-25 01,467.6871643066406
4 2020-08-25 02,447.8563232421875
4 2020-08-25 03,432.78741455078125
4 2020-08-25 04,422.529296875
4 2020-08-25 05,410.52252197265625
4 2020-08-25 06,414.18817138671875
4 2020-08-25 07,453.3968505859375
4 2020-08-25 08,929.2119750976562
4 2020-08-25 09,1341.9444580078125
4 2020-08-25 10,1486.708251953125
4 2020-08-25 11,1735.59326171875
4 2020-08-25 12,1835.09375
4 2020-08-25 13,1798.75
4 2020-08-25 14,1696.744873046875
4 2020-08-25 15,1692.596923828125
4 2020-08-25 16,1671.30712890625
4 2020-08-25 17,1653.3375244140625
4 2020-08-25 18,1107.7686767578125
4 2020-08-25 19,969.5563354492188
4 2020-08-25 20,727.515380859375
4 2020-08-25 21,620.031494140625
4 2020-08-25 22,514.9227294921875
4 2020-08-25 23,515.2342529296875
4 2020-08-26 00,501.8944091796875
4 2020-08-26 01,484.32012939453125
4 2020-08-26 02,469.77142333984375
4 2020-08-26 03,461.7723388671875
4 2020-08-26 04,449.68695068359375
4 2020-08-26 05,440.65704345703125
4 2020-08-26 06,444.42633056640625
4 2020-08-26 07,492.8136901855469
4 2020-08-26 08,979.9263916015625
4 2020-08-26 09,1405.7215576171875
4 2020-08-26 10,1596.10986328125
4 2020-08-26 11,1804.4599609375
4 2020-08-26 12,1910.188720703125
4 2020-08-26 13,1902.1611328125
4 2020-08-26 14,1852.88623046875
4 2020-08-26 15,1819.848876953125
4 2020-08-26 16,1874.9150390625
4 2020-08-26 17,1747.79931640625
4 2020-08-26 18,1223.32568359375
4 2020-08-26 19,1072.5003662109375
4 2020-08-26 20,812.5759887695312
4 2020-08-26 21,641.8190307617188
4 2020-08-26 22,549.1514282226562
4 2020-08-26 23,543.4725341796875
4 2020-08-27 00,537.8550415039062
4 2020-08-27 01,520.5601196289062
4 2020-08-27 02,499.16082763671875
4 2020-08-27 03,487.5880126953125
4 2020-08-27 04,475.64752197265625
4 2020-08-27 05,468.31890869140625
4 2020-08-27 06,473.4747314453125
4 2020-08-27 07,507.76739501953125
4 2020-08-27 08,998.711181640625
4 2020-08-27 09,1422.2557373046875
4 2020-08-27 10,1636.2117919921875
4 2020-08-27 11,1816.558837890625
4 2020-08-27 12,1924.5142822265625
4 2020-08-27 13,1949.002197265625
4 2020-08-27 14,1941.8770751953125
4 2020-08-27 15,1908.0810546875
4 2020-08-27 16,1928.1114501953125
4 2020-08-27 17,1807.2091064453125
4 2020-08-27 18,1284.5968017578125
4 2020-08-27 19,1110.76513671875
4 2020-08-27 20,849.8126831054688
4 2020-08-27 21,660.7784423828125
4 2020-08-27 22,562.1141357421875
4 2020-08-27 23,565.9927978515625
4 2020-08-28 00,561.76904296875
4 2020-08-28 01,544.5371704101562
4 2020-08-28 02,525.718994140625
4 2020-08-28 03,517.1666870117188
4 2020-08-28 04,503.09161376953125
4 2020-08-28 05,494.3486328125
4 2020-08-28 06,497.91912841796875
4 2020-08-28 07,532.4979248046875
4 2020-08-28 08,1026.7880859375
4 2020-08-28 09,1481.995361328125
4 2020-08-28 10,1703.011474609375
4 2020-08-28 11,1907.4501953125
4 2020-08-28 12,1987.2076416015625
4 2020-08-28 13,2023.71630859375
4 2020-08-28 14,2044.24609375
4 2020-08-28 15,2042.7618408203125
4 2020-08-28 16,2063.113525390625
4 2020-08-28 17,1893.314697265625
4 2020-08-28 18,1411.9508056640625
4 2020-08-28 19,1297.96240234375
4 2020-08-28 20,975.76904296875
4 2020-08-28 21,723.63232421875
4 2020-08-28 22,614.2123413085938
4 2020-08-28 23,603.79345703125
4 2020-08-29 00,567.8502197265625
4 2020-08-29 01,553.48583984375
4 2020-08-29 02,539.8274536132812
4 2020-08-29 03,529.5676879882812
4 2020-08-29 04,515.61181640625
4 2020-08-29 05,503.46881103515625
4 2020-08-29 06,508.668212890625
4 2020-08-29 07,540.0784912109375
4 2020-08-29 08,1013.1591796875
4 2020-08-29 09,1441.724609375
4 2020-08-29 10,1622.934326171875
4 2020-08-29 11,1892.7786865234375
4 2020-08-29 12,1945.6370849609375
4 2020-08-29 13,1979.44482421875
4 2020-08-29 14,1880.589111328125
4 2020-08-29 15,1922.207763671875
4 2020-08-29 16,1916.0577392578125
4 2020-08-29 17,1828.044189453125
4 2020-08-29 18,1353.7666015625
4 2020-08-29 19,1249.57568359375
4 2020-08-29 20,937.9139404296875
4 2020-08-29 21,701.5657958984375
4 2020-08-29 22,610.1307983398438
4 2020-08-29 23,609.193115234375
4 2020-08-30 00,561.9061279296875
4 2020-08-30 01,547.6387939453125
4 2020-08-30 02,534.2695922851562
4 2020-08-30 03,520.94287109375
4 2020-08-30 04,509.19073486328125
4 2020-08-30 05,490.739013671875
4 2020-08-30 06,496.410888671875
4 2020-08-30 07,528.0436401367188
4 2020-08-30 08,899.802978515625
4 2020-08-30 09,1271.4156494140625
4 2020-08-30 10,1488.2779541015625
4 2020-08-30 11,1651.92578125
4 2020-08-30 12,1709.3736572265625
4 2020-08-30 13,1680.7373046875
4 2020-08-30 14,1659.455810546875
4 2020-08-30 15,1652.31005859375
4 2020-08-30 16,1656.7913818359375
4 2020-08-30 17,1629.7694091796875
4 2020-08-30 18,1245.52392578125
4 2020-08-30 19,1121.80322265625
4 2020-08-30 20,896.7279052734375
4 2020-08-30 21,683.8560791015625
4 2020-08-30 22,606.8953247070312
4 2020-08-30 23,591.7965087890625
4 2020-08-31 00,574.787841796875
4 2020-08-31 01,560.1995849609375
4 2020-08-31 02,543.19677734375
4 2020-08-31 03,527.5365600585938
4 2020-08-31 04,521.62646484375
4 2020-08-31 05,514.3700561523438
4 2020-08-31 06,513.6477661132812
4 2020-08-31 07,539.7666015625
4 2020-08-31 08,859.35107421875
4 2020-08-31 09,1273.80615234375
4 2020-08-31 10,1546.450439453125
4 2020-08-31 11,1656.680908203125
4 2020-08-31 12,1712.286376953125
4 2020-08-31 13,1658.0458984375
4 2020-08-31 14,1628.515380859375
4 2020-08-31 15,1602.386962890625
4 2020-08-31 16,1574.600341796875
4 2020-08-31 17,1531.39697265625
4 2020-08-31 18,1224.6005859375
4 2020-08-31 19,923.5413208007812
4 2020-08-31 20,757.646484375
4 2020-08-31 21,651.6588134765625
4 2020-08-31 22,571.990234375
4 2020-08-31 23,599.03515625
5 2020-08-25 00,3260.634521484375
5 2020-08-25 01,3210.2001953125
5 2020-08-25 02,3189.592041015625
5 2020-08-25 03,3127.1982421875
5 2020-08-25 04,3072.1533203125
5 2020-08-25 05,2888.930908203125
5 2020-08-25 06,2784.520751953125
5 2020-08-25 07,2684.28466796875
5 2020-08-25 08,2814.91650390625
5 2020-08-25 09,2945.79638671875
5 2020-08-25 10,3033.1484375
5 2020-08-25 11,3094.22119140625
5 2020-08-25 12,3108.038818359375
5 2020-08-25 13,3098.6162109375
5 2020-08-25 14,3089.097900390625
5 2020-08-25 15,3000.99169921875
5 2020-08-25 16,2963.07373046875
5 2020-08-25 17,2975.699462890625
5 2020-08-25 18,2959.7099609375
5 2020-08-25 19,3112.899658203125
5 2020-08-25 20,3248.846923828125
5 2020-08-25 21,3329.26708984375
5 2020-08-25 22,3278.42578125
5 2020-08-25 23,3300.39990234375
5 2020-08-26 00,3193.498291015625
5 2020-08-26 01,3188.65869140625
5 2020-08-26 02,3187.048828125
5 2020-08-26 03,3142.943115234375
5 2020-08-26 04,3118.498291015625
5 2020-08-26 05,2992.232421875
5 2020-08-26 06,2931.926025390625
5 2020-08-26 07,2841.832275390625
5 2020-08-26 08,2940.981201171875
5 2020-08-26 09,3024.211669921875
5 2020-08-26 10,3081.98583984375
5 2020-08-26 11,3112.8623046875
5 2020-08-26 12,3123.24365234375
5 2020-08-26 13,3114.66552734375
5 2020-08-26 14,3094.74853515625
5 2020-08-26 15,2994.689453125
5 2020-08-26 16,2967.587890625
5 2020-08-26 17,2989.404541015625
5 2020-08-26 18,2982.663818359375
5 2020-08-26 19,3208.21044921875
5 2020-08-26 20,3349.02880859375
5 2020-08-26 21,3374.4931640625
5 2020-08-26 22,3338.79638671875
5 2020-08-26 23,3346.933349609375
5 2020-08-27 00,3359.17236328125
5 2020-08-27 01,3304.521728515625
5 2020-08-27 02,3279.01708984375
5 2020-08-27 03,3243.130615234375
5 2020-08-27 04,3187.060302734375
5 2020-08-27 05,3082.22412109375
5 2020-08-27 06,2983.148681640625
5 2020-08-27 07,2872.4189453125
5 2020-08-27 08,2918.70263671875
5 2020-08-27 09,2968.10302734375
5 2020-08-27 10,3003.761474609375
5 2020-08-27 11,3021.108642578125
5 2020-08-27 12,3037.09130859375
5 2020-08-27 13,3040.6708984375
5 2020-08-27 14,3029.703369140625
5 2020-08-27 15,2957.457275390625
5 2020-08-27 16,2947.486572265625
5 2020-08-27 17,2976.854736328125
5 2020-08-27 18,2971.6494140625
5 2020-08-27 19,3166.9404296875
